Temperature,Simulations,Return,Discounted Return,Map
1,10,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,56,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,90,0,1.0,0.9704017769489168,"['SHFF', 'FHHF', 'FFHF', 'FFFG']"
1,46,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'HFHF', 'HFFG']"
1,84,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,22,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,53,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'HHFF', 'HHFG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,78,0,1.0,0.8761671489944468,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,71,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,36,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,84,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,66,0,1.0,0.8426049842298329,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,100,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HHFH', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFFF', 'FHHG']"
1,72,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'FFFF', 'HHFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FFFG']"
1,22,0,1.0,0.8078974551636565,"['SFHH', 'FFHH', 'HFFH', 'FHFG']"
1,29,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,47,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,51,0,1.0,0.9138075656044898,"['SFFF', 'FFHH', 'HFFH', 'HHFG']"
1,100,0,1.0,0.8788035596734672,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,45,0,1.0,0.93603800616986,"['SHFH', 'FHHF', 'FFFF', 'FHFG']"
1,75,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FHHF', 'HHFG']"
1,42,0,1.0,0.9332298921513504,"['SFFH', 'HFFH', 'FHFF', 'HHFG']"
1,87,0,1.0,0.7863441585589971,"['SHHH', 'FHHF', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,25,0,1.0,0.8947894553945313,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,88,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,36,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'HHFG']"
1,29,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,18,0,1.0,0.7722956964947572,"['SFHH', 'HFHF', 'FFFF', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,82,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,35,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,53,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'HHFG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,14,0,1.0,0.9473552137914398,"['SFHF', 'HFFF', 'FFFF', 'FFFG']"
1,82,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFFH', 'HFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFFH', 'FFFF', 'FFHG']"
1,63,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,85,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'HHFF', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,90,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFHH', 'FHHH', 'FFFG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,50,0,1.0,0.9388545698794984,"['SFHH', 'FHHH', 'FHHF', 'FFFG']"
1,29,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,86,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'HFHF', 'FFFG']"
1,83,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9056079456455165,"['SFFH', 'HHFH', 'FHFF', 'HHHG']"
1,84,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,75,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,42,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,70,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,33,0,1.0,0.9588092525966956,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,33,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'FFHG']"
1,86,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,94,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'HHFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,10,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HFHG']"
1,31,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,64,0,1.0,0.9165572373164391,"['SHFH', 'FHFF', 'FFFF', 'HHFG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFF', 'FFFG']"
1,50,0,1.0,0.9248559951318693,"['SFFF', 'HFHH', 'HFFF', 'HHFG']"
1,39,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,39,0,1.0,0.9704017769489168,"['SHHH', 'FHFF', 'FFFH', 'FFFG']"
1,85,0,1.0,0.9083329444789534,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,81,0,1.0,0.93603800616986,"['SFHH', 'HFFH', 'FHFH', 'HHFG']"
1,40,0,1.0,0.8788035596734672,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,26,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,37,0,1.0,0.9138075656044898,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFF', 'FFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,23,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,75,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'FHFG']"
1,8,0,1.0,0.9083329444789534,"['SFHF', 'HFFF', 'FFFH', 'HFFG']"
1,12,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'FFHG']"
1,18,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,39,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,98,0,1.0,0.8921050870283477,"['SHHF', 'FHFF', 'FFFF', 'HHHG']"
1,89,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,90,0,1.0,0.9616943356035061,"['SHFH', 'FFHH', 'HFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,43,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,44,0,1.0,0.8426049842298329,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,49,0,1.0,0.9276389118674717,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,55,0,1.0,0.8788035596734672,"['SFFF', 'HFHH', 'FFFF', 'FFHG']"
1,55,0,1.0,0.8814479033836181,"['SHFF', 'FFFH', 'FFFF', 'HFHG']"
1,93,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,54,0,1.0,0.9445131481500655,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,81,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,73,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFFF', 'HHFG']"
1,22,0,1.0,0.9559328248389055,"['SHFF', 'FHFH', 'FFFH', 'HFFG']"
1,55,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,37,0,1.0,0.9193151828650342,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,83,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,13,0,0.0,0.0,"['SHHH', 'FHFF', 'FHFF', 'FFFG']"
1,12,0,1.0,0.8867604854519608,"['SFHH', 'FFFH', 'HFFF', 'HFHG']"
1,29,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FFHG']"
1,91,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,68,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FHFG']"
1,83,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHH', 'FHHH', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FFHF', 'HFHG']"
1,39,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HFHG']"
1,58,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFFH', 'HFFG']"
1,39,0,1.0,0.8657003616774767,"['SHHF', 'FFHH', 'FFFF', 'FHHG']"
1,23,0,0.0,0.0,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,79,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,41,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,94,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHHG']"
1,50,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,55,0,1.0,0.8103284404851119,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,32,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFHF', 'FFHG']"
1,82,0,1.0,0.9821344612135428,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,59,0,1.0,0.9502058312852957,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,78,0,1.0,0.9193151828650342,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,56,0,1.0,0.985089730404757,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHF', 'FFFG']"
1,76,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FHFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HFFG']"
1,46,0,1.0,0.9791880578299021,"['SFHF', 'HFHH', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'HFFH', 'FHFG']"
1,60,0,1.0,0.9083329444789534,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,20,0,1.0,0.9220814271464737,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,75,0,1.0,0.8735386475474635,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,67,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'FFFH', 'HFFG']"
1,33,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,27,0,1.0,0.9083329444789534,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,54,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,68,0,1.0,0.9645880999032158,"['SFFH', 'FFHF', 'FFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,87,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,71,0,1.0,0.9248559951318693,"['SFFH', 'FHHF', 'FHFH', 'FFFG']"
1,9,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHF', 'FFFG']"
1,78,0,1.0,0.9001824484431542,"['SFHF', 'HFFF', 'HHFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,47,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,98,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHHF', 'FFFF', 'FHFG']"
1,75,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFFF', 'FFHG']"
1,62,0,1.0,0.8325391341551359,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,87,0,1.0,0.9559328248389055,"['SFHF', 'FFHH', 'FHHH', 'FFFG']"
1,59,0,1.0,0.9056079456455165,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,17,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,58,0,1.0,0.8761671489944468,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,52,0,1.0,0.8947894553945313,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,94,0,1.0,0.90289112180858,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,50,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,64,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,94,0,1.0,0.8300415167526705,"['SFHF', 'HFHF', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'FHFG']"
1,27,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HHHF', 'FHHG']"
1,97,0,1.0,0.9388545698794984,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,15,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,45,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHHF', 'FHFG']"
1,34,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,34,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'HFFH', 'FFFG']"
1,63,0,1.0,0.9193151828650342,"['SFFF', 'FFHH', 'HFFF', 'HFHG']"
1,78,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HFFG']"
1,91,0,1.0,0.9220814271464737,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,39,0,1.0,0.9762504936564125,"['SHHF', 'FHFH', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,8,0,1.0,0.803057341509771,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,17,0,0.0,0.0,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HFFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
