Temperature,Simulations,Return,Discounted Return,Map
1,38,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FHHG']"
1,34,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFHF', 'FFFG']"
1,37,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,59,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,56,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,51,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,39,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,13,0,1.0,0.90289112180858,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,85,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,87,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,42,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FHFH', 'FHFG']"
1,59,0,1.0,0.9083329444789534,"['SFFH', 'FFHF', 'HFHH', 'HFFG']"
1,35,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'FFHG']"
1,12,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,98,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'HFFG']"
1,28,0,1.0,0.93603800616986,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,23,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,60,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HHFF', 'HHHG']"
1,61,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,22,0,1.0,0.857932408958235,"['SFFH', 'HFFF', 'FFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FHFF', 'FHFH', 'FFFG']"
1,35,0,1.0,0.9001824484431542,"['SFFF', 'HHHF', 'HHHF', 'HFHG']"
1,67,0,1.0,0.8657003616774767,"['SFFF', 'FHHH', 'FFFF', 'FHFG']"
1,69,0,1.0,0.9733217421754432,"['SHFF', 'FHFH', 'FFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,42,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,100,0,1.0,0.9559328248389055,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,82,0,1.0,0.9083329444789534,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,85,0,1.0,0.884100203995605,"['SHFF', 'FFHH', 'HFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,62,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'HHFF', 'FHFG']"
1,11,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFH', 'FHFG']"
1,79,0,1.0,0.9588092525966956,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,43,0,1.0,0.7722956964947572,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,36,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FFFF', 'FFFG']"
1,80,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,65,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
1,70,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,28,0,0.0,0.0,"['SFFF', 'FFHF', 'FHHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'HHFG']"
1,48,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,7,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFHF', 'HFHG']"
1,20,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HFHG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'FFFG']"
1,41,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FFFF', 'HHFG']"
1,51,0,1.0,0.9110661429076764,"['SFHF', 'HFFF', 'FHFF', 'FFHG']"
1,78,0,1.0,0.9473552137914398,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,31,0,0.0,0.0,"['SFHH', 'FFHH', 'FFHF', 'HFFG']"
1,94,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,10,0,1.0,0.8275513922024125,"['SFFH', 'HFFH', 'HFFH', 'HHFG']"
1,76,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'HHFF', 'HHHG']"
1,36,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HFHG']"
1,51,0,1.0,0.9056079456455165,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,82,0,1.0,0.9704017769489168,"['SFHF', 'FHFH', 'FFFF', 'HHFG']"
1,59,0,1.0,0.8683052775100066,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,49,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,83,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFF', 'FFHG']"
1,92,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,86,0,1.0,0.9645880999032158,"['SFHF', 'FHFF', 'FFFH', 'FFFG']"
1,49,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FHFF', 'FHHG']"
1,54,0,1.0,0.9645880999032158,"['SHFF', 'FFHH', 'FFFF', 'FFFG']"
1,90,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,32,0,1.0,0.7584982177744161,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,96,0,1.0,0.79346393184295,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9416796087056153,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,44,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHF', 'FFFG']"
1,21,0,1.0,0.8814479033836181,"['SFHH', 'FHHH', 'FFHH', 'FFFG']"
1,71,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,96,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HHHF', 'HHHG']"
1,43,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,77,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,21,0,0.0,0.0,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,55,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,50,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'HFFG']"
1,42,0,1.0,0.9083329444789534,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,61,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'HFFH', 'FHFG']"
1,22,0,1.0,0.8553586117313603,"['SFFH', 'HFFF', 'FFHF', 'HHFG']"
1,26,0,1.0,0.93603800616986,"['SFFF', 'HFHF', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HFFG']"
1,53,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,45,0,1.0,0.9220814271464737,"['SFFH', 'HHFF', 'HFFH', 'FHFG']"
1,31,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FHFF', 'FFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,55,0,1.0,0.9304302024748964,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,56,0,1.0,0.9645880999032158,"['SHFF', 'FFHH', 'FHFH', 'FFFG']"
1,47,0,1.0,0.9193151828650342,"['SHFF', 'FFHF', 'HFFF', 'HFFG']"
1,29,0,1.0,0.9821344612135428,"['SHHF', 'FHFH', 'FFFF', 'HHFG']"
1,17,0,1.0,0.884100203995605,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,73,0,1.0,0.8761671489944468,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,60,0,1.0,0.9416796087056153,"['SFFH', 'FFHF', 'HFFF', 'FFHG']"
1,78,0,1.0,0.8709180316048211,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,73,0,1.0,0.9791880578299021,"['SHHH', 'FHFF', 'FFFF', 'FFFG']"
1,65,0,1.0,0.9559328248389055,"['SHFH', 'FHFF', 'FFFF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHHG']"
1,71,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,67,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,59,0,1.0,0.9110661429076764,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,29,0,1.0,0.9332298921513504,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,22,0,1.0,0.9304302024748964,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,81,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,13,0,1.0,0.860513950810667,"['SFFF', 'FFFF', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'FFFH', 'FFFG']"
1,20,0,1.0,0.9138075656044898,"['SHFF', 'FFFF', 'FHFF', 'FHHG']"
1,55,0,1.0,0.8974819010978248,"['SFHH', 'HFHH', 'HFFF', 'HFHG']"
1,51,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HHHG']"
1,8,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,52,0,1.0,0.9762504936564125,"['SHHH', 'FFHF', 'FFFH', 'FFFG']"
1,54,0,1.0,0.8152123778407558,"['SFFH', 'FFHH', 'FHHF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,31,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,79,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,90,0,1.0,0.8974819010978248,"['SHFH', 'FHHF', 'FFHF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,54,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HHFG']"
1,83,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,34,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,29,0,1.0,0.93603800616986,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,54,0,1.0,0.8054737627981655,"['SHHF', 'FFHH', 'FFFF', 'FFHG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFHF', 'FFFG']"
1,31,0,1.0,0.9791880578299021,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,21,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'FHFF', 'HFHG']"
1,83,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,50,0,1.0,0.8814479033836181,"['SFFH', 'FHFF', 'FHHF', 'FHHG']"
1,52,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'HFHF', 'FFHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,74,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,35,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'FHFG']"
1,97,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FFFF', 'HFFG']"
1,37,0,1.0,0.860513950810667,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,76,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FFFF', 'HHFG']"
1,76,0,1.0,0.9791880578299021,"['SHFH', 'FHFF', 'FFHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,39,0,1.0,0.8814479033836181,"['SFHH', 'FHHH', 'FHHH', 'FFFG']"
1,47,0,1.0,0.9445131481500655,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,37,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,94,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,43,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'HFFF', 'HFHG']"
1,94,0,1.0,0.9616943356035061,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,39,0,1.0,0.884100203995605,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'HHFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,86,0,1.0,0.7792882711929549,"['SHHH', 'FHHH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'FHFF', 'FHHH', 'FFFG']"
1,23,0,1.0,0.8176653739626438,"['SHFF', 'FFFH', 'FHFF', 'HHFG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HFHG']"
1,25,0,1.0,0.9138075656044898,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,50,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,61,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,9,0,1.0,0.8867604854519608,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,98,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,9,0,1.0,0.8527925358961662,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,77,0,1.0,0.8709180316048211,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,34,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HFFG']"
1,35,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,44,0,1.0,0.9110661429076764,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,26,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,92,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,43,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,29,0,1.0,0.9138075656044898,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,26,0,1.0,0.8761671489944468,"['SFHH', 'HFFF', 'FFHH', 'FFFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,49,0,1.0,0.985089730404757,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,30,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'HFHF', 'HFFG']"
1,65,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,19,0,1.0,0.7653658663581259,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,2,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'HHFG']"
1,16,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,77,0,1.0,0.8947894553945313,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,20,0,1.0,0.8325391341551359,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,56,0,1.0,0.9616943356035061,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHFF', 'HFFG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,34,0,1.0,0.7607805594527743,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,100,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HHFG']"
1,47,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFHF', 'FFFG']"
1,16,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,53,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HHFF', 'HFFG']"
1,78,0,1.0,0.8103284404851119,"['SFHF', 'FHHH', 'FFFF', 'FHHG']"
1,81,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,19,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,96,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'FHHH', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,74,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,30,0,1.0,0.884100203995605,"['SHHF', 'FFFH', 'FFFF', 'HHFG']"
1,55,0,1.0,0.9056079456455165,"['SFFH', 'HHFF', 'FHHF', 'FHFG']"
1,34,0,1.0,0.884100203995605,"['SFHH', 'HFHH', 'HFHF', 'FFFG']"
1,54,0,1.0,0.985089730404757,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,76,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'HFFF', 'HHFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FHHG']"
1,15,0,1.0,0.8502341582884777,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFHH', 'FHHH', 'FHHH', 'FFFG']"
1,54,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,70,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HFFF', 'HHFG']"
1,66,0,1.0,0.9821344612135428,"['SHFF', 'FFHH', 'FFFF', 'FHHG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,4,0,1.0,0.9083329444789534,"['SFFH', 'HFFF', 'FFFF', 'HFFG']"
1,43,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFH', 'HFFG']"
1,71,0,1.0,0.93603800616986,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,20,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,97,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFFH', 'FHFG']"
1,75,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FHHG']"
1,33,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'HFFG']"
1,50,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,24,0,1.0,0.9530650263643888,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,64,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'FHFG']"
1,82,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,68,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,61,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,35,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HFFF', 'FHFG']"
1,42,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,73,0,1.0,0.9110661429076764,"['SFFH', 'HFFF', 'FFHH', 'HFFG']"
1,63,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'FFFF', 'FHHG']"
1,33,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HFFF', 'HFHG']"
1,77,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,47,0,1.0,0.8974819010978248,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
