Temperature,Simulations,Return,Discounted Return,Map
1,21,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,24,0,1.0,0.8974819010978248,"['SFFH', 'FHFH', 'FFFF', 'HHHG']"
1,59,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,53,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,53,0,1.0,0.8761671489944468,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,91,0,1.0,0.9821344612135428,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,77,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,47,0,1.0,0.9388545698794984,"['SHFF', 'FFFH', 'FFFF', 'HHHG']"
1,82,0,1.0,0.9388545698794984,"['SFHH', 'HFHF', 'HFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,28,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,53,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FFFF', 'FHFG']"
1,91,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,80,0,1.0,0.835044266956004,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,41,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,64,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFHG']"
1,47,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,62,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FHFF', 'HFHG']"
1,81,0,1.0,0.8553586117313603,"['SHHF', 'FFFF', 'FHHF', 'HHFG']"
1,59,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,36,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHF', 'HFFG']"
1,45,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FFFH', 'HFFG']"
1,53,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,86,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,94,0,1.0,0.8761671489944468,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,8,0,0.0,0.0,"['SHHH', 'FFHF', 'FFHH', 'FFFG']"
1,48,0,1.0,0.7816331707050701,"['SHFF', 'FFFH', 'FHFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,27,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFFF', 'HFFG']"
1,10,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHF', 'FFFG']"
1,98,0,1.0,0.9762504936564125,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,33,0,1.0,0.9559328248389055,"['SHHF', 'FHHF', 'FFFF', 'HFFG']"
1,30,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HHFF', 'HHHG']"
1,94,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'FFFG']"
1,98,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHFH', 'FFFG']"
1,77,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HHFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,17,0,1.0,0.8735386475474635,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,50,0,1.0,0.8325391341551359,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,59,0,1.0,0.8426049842298329,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,18,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,29,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'HFHG']"
1,26,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,90,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,24,0,1.0,0.776950406379376,"['SFFF', 'HHFF', 'FHFH', 'HFFG']"
1,20,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'HHHG']"
1,18,0,1.0,0.9193151828650342,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,83,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HHFF', 'HFHG']"
1,54,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,7,0,0.0,0.0,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,62,0,1.0,0.9332298921513504,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,68,0,1.0,0.9388545698794984,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,71,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HFFF', 'FFHG']"
1,92,0,1.0,0.7630697687590515,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,64,0,1.0,0.8894287717672626,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,76,0,1.0,0.9674905716180701,"['SHHF', 'FHFF', 'FFFF', 'HHFG']"
1,78,0,1.0,0.8152123778407558,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,26,0,1.0,0.7816331707050701,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,83,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FFFF', 'HHFG']"
1,20,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,77,0,1.0,0.9559328248389055,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,100,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,68,0,1.0,0.9165572373164391,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9445131481500655,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,23,0,1.0,0.8426049842298329,"['SFHH', 'FFFH', 'HFFF', 'HFHG']"
1,76,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,71,0,1.0,0.9001824484431542,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,97,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,51,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFHF', 'HHFG']"
1,27,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,28,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,89,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFHF', 'HFHG']"
1,61,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,84,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,16,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FFHG']"
1,60,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,97,0,1.0,0.9473552137914398,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,36,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,28,0,1.0,0.9559328248389055,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,49,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HFHG']"
1,97,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFHH', 'HFFG']"
1,88,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'FFFG']"
1,56,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,68,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,76,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,51,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,31,0,1.0,0.8761671489944468,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,7,0,1.0,0.8527925358961662,"['SFFF', 'HFHF', 'HFFF', 'FHFG']"
1,41,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,51,0,1.0,0.90289112180858,"['SFHF', 'FFHF', 'HFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'HHHG']"
1,84,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HFHH', 'FFFG']"
1,31,0,1.0,0.78398512608332,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,51,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,46,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,74,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,9,0,1.0,0.8867604854519608,"['SFFH', 'FHFF', 'HHFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'HHFG']"
1,37,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,81,0,1.0,0.9332298921513504,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,99,0,1.0,0.9704017769489168,"['SFFH', 'HHFH', 'FHFF', 'FHHG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,87,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HHFF', 'FFFG']"
1,21,0,1.0,0.9138075656044898,"['SFFF', 'HHFF', 'FHHF', 'FHFG']"
1,35,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,73,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHHF', 'HFFG']"
1,72,0,1.0,0.9473552137914398,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,79,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHFF', 'HFFG']"
1,30,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,49,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FHHG']"
1,43,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FFFF', 'FHHG']"
1,98,0,1.0,0.9220814271464737,"['SHFH', 'FHHF', 'FFFF', 'FHHG']"
1,51,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'HHHF', 'HHFG']"
1,95,0,1.0,0.8788035596734672,"['SHHH', 'FFHF', 'HFFH', 'FFFG']"
1,46,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,44,0,1.0,0.93603800616986,"['SFHF', 'FFHF', 'FFHF', 'HFFG']"
1,61,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,82,0,1.0,0.8502341582884777,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,41,0,1.0,0.9588092525966956,"['SFFF', 'FFHH', 'FFFF', 'HHHG']"
1,74,0,1.0,0.9733217421754432,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,52,0,1.0,0.9001824484431542,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,44,0,1.0,0.9304302024748964,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,85,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHHF', 'FHFG']"
1,63,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'FFHG']"
1,24,0,1.0,0.8152123778407558,"['SFFH', 'HFFF', 'HHFH', 'HFFG']"
1,58,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'HFFG']"
1,84,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'HFHH', 'FFFG']"
1,99,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,91,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'FFFF', 'HFHG']"
1,81,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,50,0,1.0,0.9388545698794984,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'HFFG']"
1,66,0,1.0,0.835044266956004,"['SHHF', 'FHFF', 'FFHF', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,35,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFH', 'HHFG']"
1,36,0,1.0,0.9588092525966956,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,58,0,0.0,0.0,"['SHHH', 'FHHF', 'FFHH', 'HFFG']"
1,75,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,14,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,55,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9416796087056153,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,40,0,1.0,0.9559328248389055,"['SFFH', 'FFHH', 'HFFF', 'HFFG']"
1,45,0,1.0,0.9674905716180701,"['SHFH', 'FFFH', 'FFFF', 'HHHG']"
1,57,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,92,0,1.0,0.7863441585589971,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,95,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,58,0,1.0,0.9588092525966956,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,87,0,1.0,0.9645880999032158,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,51,0,1.0,0.8201257512162927,"['SFHF', 'FHFH', 'FFFF', 'FHHG']"
1,91,0,1.0,0.9138075656044898,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,21,0,1.0,0.8476834558136123,"['SFHH', 'HFHF', 'HFFH', 'HFFG']"
1,40,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,89,0,1.0,0.8894287717672626,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,78,0,1.0,0.9138075656044898,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,90,0,1.0,0.8103284404851119,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,57,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,32,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,45,0,1.0,0.8683052775100066,"['SFFH', 'FHFH', 'FHFF', 'FHHG']"
1,85,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FHFH', 'HFFG']"
1,47,0,1.0,0.9193151828650342,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHF', 'FFFG']"
1,9,0,1.0,0.8947894553945313,"['SFFF', 'FHHF', 'HHFF', 'FHHG']"
1,42,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,87,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'HFFH', 'FFFG']"
1,37,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'FHHF', 'HHFG']"
1,83,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,67,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'HHFF', 'FHHG']"
1,17,0,1.0,0.8127667407072335,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,43,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'FHFF', 'FHHG']"
1,28,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,75,0,1.0,0.9388545698794984,"['SHHF', 'FFHH', 'FFHF', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFF', 'HHFG']"
1,49,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,13,0,1.0,0.7887102894272789,"['SFFF', 'HFFH', 'FHFF', 'FFFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,15,0,1.0,0.835044266956004,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHFF', 'HHFG']"
1,9,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,19,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,98,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'FHHF', 'HFHG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9304302024748964,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,30,0,1.0,0.9083329444789534,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,41,0,1.0,0.8553586117313603,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'HFFF', 'HHFG']"
1,64,0,1.0,0.9733217421754432,"['SHFF', 'FHFH', 'FFFH', 'FFFG']"
1,37,0,1.0,0.8867604854519608,"['SFFH', 'FHFF', 'HFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'HFFF', 'FFFG']"
1,58,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,32,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FHFF', 'HHFG']"
1,14,0,1.0,0.9083329444789534,"['SFFF', 'FHFF', 'HFFH', 'HHFG']"
1,52,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,21,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,76,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,86,0,1.0,0.9588092525966956,"['SHFH', 'FFHH', 'FFFF', 'HFHG']"
1,80,0,1.0,0.9248559951318693,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,69,0,1.0,0.93603800616986,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,9,0,1.0,0.9083329444789534,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FHFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHH', 'HFFG']"
1,52,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHF', 'HFFG']"
1,44,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'HFFF', 'HHHG']"
1,95,0,1.0,0.9530650263643888,"['SFFH', 'FFHF', 'FFFF', 'HHHG']"
1,100,0,1.0,0.8921050870283477,"['SFFH', 'HFHH', 'HFHF', 'HFFG']"
1,46,0,1.0,0.9821344612135428,"['SHFF', 'FFHF', 'FFFH', 'FFFG']"
1,57,0,1.0,0.8974819010978248,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,48,0,1.0,0.9530650263643888,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'FFHG']"
1,12,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,92,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,72,0,1.0,0.9530650263643888,"['SHFH', 'FFHF', 'FFFF', 'HHFG']"
1,43,0,1.0,0.9388545698794984,"['SHFH', 'FFFH', 'FFFH', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFH', 'HFFG']"
1,21,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,19,0,0.0,0.0,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,30,0,1.0,0.7746195551602378,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,68,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,92,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,65,0,1.0,0.8201257512162927,"['SHHF', 'FFFF', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HHFG']"
1,59,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,17,0,1.0,0.7958514863018556,"['SFHH', 'HFFF', 'HFHF', 'HHFG']"
1,52,0,1.0,0.8300415167526705,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,90,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
1,29,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,31,0,1.0,0.9001824484431542,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'HHHG']"
1,76,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFHH', 'FFHF', 'FHFH', 'FFFG']"
1,23,0,1.0,0.8152123778407558,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,3,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'FHFG']"
