Temperature,Simulations,Return,Discounted Return,Map
1,2,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,15,0,1.0,0.9332298921513504,"['SFFF', 'HFFF', 'HHHF', 'FFFG']"
1,48,0,1.0,0.9276389118674717,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,47,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,64,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,80,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,70,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'HFHF', 'FHHG']"
1,43,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,26,0,1.0,0.8476834558136123,"['SHHH', 'FFHH', 'HFFF', 'HFFG']"
1,18,0,1.0,0.9138075656044898,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,93,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FFHF', 'HHHG']"
1,14,0,1.0,0.8225935318117279,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,46,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,92,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'FFFF', 'FFHG']"
1,96,0,1.0,0.9276389118674717,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,25,0,1.0,0.8006481694852418,"['SFFH', 'FFHF', 'FFHF', 'HFFG']"
1,80,0,1.0,0.9416796087056153,"['SHFF', 'FHFH', 'FHHF', 'FFFG']"
1,85,0,1.0,0.8974819010978248,"['SFFF', 'HHFH', 'HFFF', 'FFHG']"
1,64,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'HFFF', 'HHFG']"
1,20,0,1.0,0.9704017769489168,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,38,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,38,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHH', 'HFFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'FFFG']"
1,28,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,87,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,28,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FHHG']"
1,91,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FHHF', 'FFFG']"
1,16,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,97,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,19,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHHG']"
1,96,0,1.0,0.9083329444789534,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFF', 'HHFG']"
1,94,0,1.0,0.9616943356035061,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FFFG']"
1,39,0,1.0,0.90289112180858,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'FHFG']"
1,74,0,1.0,0.9001824484431542,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,21,0,1.0,0.8451404054461714,"['SFFF', 'FFHF', 'FHFF', 'FFFG']"
1,16,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,39,0,1.0,0.8788035596734672,"['SHFH', 'FFFH', 'FHFF', 'HHFG']"
1,39,0,1.0,0.9791880578299021,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,52,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'HFFH', 'FFFG']"
1,82,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHHG']"
1,35,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHF', 'FFFG']"
1,49,0,1.0,0.9762504936564125,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,36,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,8,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HHFG']"
1,22,0,1.0,0.8631032605924442,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,84,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,21,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'FFHG']"
1,19,0,0.0,0.0,"['SFHH', 'FFFH', 'HFHF', 'HFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,72,0,1.0,0.9645880999032158,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,38,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FFHF', 'FFFG']"
1,69,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHFF', 'HHHG']"
1,69,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHHF', 'FHHG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,79,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,33,0,1.0,0.8709180316048211,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,23,0,0.0,0.0,"['SFHF', 'FHFF', 'FHFH', 'FFFG']"
1,24,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,77,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'HFFF', 'FFHG']"
1,63,0,1.0,0.8761671489944468,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,80,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,81,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,63,0,1.0,0.9530650263643888,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFHF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FHFF', 'FHFF', 'FFFG']"
1,48,0,1.0,0.9220814271464737,"['SFFF', 'FHFH', 'FHFF', 'FFHG']"
1,47,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HHFG']"
1,60,0,1.0,0.9138075656044898,"['SFHF', 'HFFH', 'FFFF', 'HHHG']"
1,98,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,27,0,0.0,0.0,"['SHFF', 'FHHF', 'FHFF', 'FFFG']"
1,20,0,1.0,0.9473552137914398,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,41,0,1.0,0.8631032605924442,"['SHFH', 'FFHH', 'FHHF', 'FFFG']"
1,20,0,1.0,0.9616943356035061,"['SHHH', 'FFHF', 'FFHH', 'FFFG']"
1,21,0,1.0,0.8683052775100066,"['SFFF', 'HFHH', 'HFFF', 'FHFG']"
1,73,0,1.0,0.9388545698794984,"['SHFH', 'FHHF', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,37,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,38,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'HHFF', 'HFFG']"
1,25,0,1.0,0.7958514863018556,"['SHHH', 'FHHF', 'FHHF', 'FFFG']"
1,75,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FHHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFF', 'HFFG']"
1,89,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,51,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,74,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FFFH', 'HFFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,73,0,1.0,0.9502058312852957,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,22,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'FFFG']"
1,53,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,72,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHHF', 'HHFG']"
1,58,0,1.0,0.7792882711929549,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,21,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,24,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'HHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'FHFF', 'FFFG']"
1,12,0,1.0,0.9193151828650342,"['SFFF', 'HFHF', 'FHHF', 'FFHG']"
1,61,0,1.0,0.7449472384453084,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'HHFG']"
1,50,0,1.0,0.8867604854519608,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HFHG']"
1,36,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,73,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,55,0,1.0,0.8275513922024125,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,52,0,1.0,0.8974819010978248,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,80,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,74,0,1.0,0.79346393184295,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,55,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,21,0,1.0,0.90289112180858,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,39,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFHH', 'FFFG']"
1,84,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HFFF', 'HFHG']"
1,64,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,26,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HFHF', 'FFFG']"
1,62,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,69,0,1.0,0.9588092525966956,"['SFFH', 'HFHF', 'HFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FHHG']"
1,27,0,1.0,0.9445131481500655,"['SFFF', 'HHFH', 'HHFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,100,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'HHHF', 'FFHG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,87,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFHH', 'FFFG']"
1,85,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'HFFF', 'FFFG']"
1,78,0,1.0,0.9645880999032158,"['SFHH', 'FFHF', 'HFHH', 'HFFG']"
1,71,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFFH', 'FHFG']"
1,51,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FHFF', 'FHFG']"
1,9,0,1.0,0.8735386475474635,"['SFFH', 'HFFF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,48,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,90,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,86,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,100,0,1.0,0.9304302024748964,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'FFFG']"
1,55,0,1.0,0.9332298921513504,"['SFHF', 'FFHF', 'HFFH', 'HFFG']"
1,37,0,1.0,0.798246224976786,"['SFHF', 'HFHF', 'HFFF', 'FHFG']"
1,34,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,35,0,1.0,0.9110661429076764,"['SFFH', 'FFFH', 'HFFF', 'HFHG']"
1,19,0,1.0,0.90289112180858,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,48,0,1.0,0.8974819010978248,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,76,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'HFFF', 'HFHG']"
1,64,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9616943356035061,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9332298921513504,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,71,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,67,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,83,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HHHF', 'HFFG']"
1,21,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFFF', 'FFFG']"
1,33,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HFHG']"
1,2,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFFF', 'HHHG']"
1,59,0,1.0,0.8867604854519608,"['SFFH', 'HFFH', 'FHFF', 'FHHG']"
1,97,0,1.0,0.835044266956004,"['SHHH', 'FFHF', 'FFFF', 'FHHG']"
1,78,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFFH', 'FFFG']"
1,56,0,1.0,0.9388545698794984,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,99,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,47,0,0.0,0.0,"['SFFH', 'FFFF', 'HHFH', 'HHFG']"
1,67,0,1.0,0.9193151828650342,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,62,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FFHH', 'FFFG']"
1,69,0,1.0,0.9445131481500655,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,51,0,1.0,0.9674905716180701,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,53,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FFFF', 'FFHG']"
1,37,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,75,0,1.0,0.9388545698794984,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FHFF', 'FHFG']"
1,82,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHFF', 'FHFG']"
1,75,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FFFH', 'HFFG']"
1,28,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'HFFG']"
1,70,0,1.0,0.8103284404851119,"['SFHH', 'FFHF', 'HFFH', 'FHFG']"
1,64,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFF', 'HFFG']"
1,41,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'FFFG']"
1,89,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'HFFF', 'FFFG']"
1,25,0,1.0,0.8631032605924442,"['SHHH', 'FHHH', 'FHFH', 'FFFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FFFG']"
1,26,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,58,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FHHF', 'HHHG']"
1,91,0,1.0,0.9821344612135428,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,10,0,1.0,0.8426049842298329,"['SFFH', 'FHFF', 'FHFF', 'HFHG']"
1,62,0,1.0,0.7816331707050701,"['SHHF', 'FFFF', 'FHHF', 'FHHG']"
1,58,0,1.0,0.8527925358961662,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,83,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,83,0,1.0,0.8921050870283477,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,40,0,1.0,0.9110661429076764,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,79,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,83,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'HFFH', 'HHFG']"
1,20,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,93,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,40,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,93,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FHFF', 'HHFG']"
1,31,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHFF', 'HHHG']"
1,89,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,65,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,90,0,1.0,0.9704017769489168,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'HHFG']"
1,72,0,1.0,0.9733217421754432,"['SHHF', 'FHHF', 'FFFH', 'FFFG']"
1,14,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FFFF', 'FHHG']"
1,75,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFH', 'HHFG']"
1,38,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,34,0,1.0,0.8006481694852418,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,56,0,1.0,0.9762504936564125,"['SHFH', 'FHFH', 'FFFF', 'FHFG']"
1,83,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHH', 'HFFG']"
1,13,0,1.0,0.79346393184295,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,27,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,30,0,0.0,0.0,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,29,0,1.0,0.8300415167526705,"['SFFF', 'HFFH', 'FHFH', 'FHFG']"
1,61,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,45,0,1.0,0.857932408958235,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,36,0,1.0,0.798246224976786,"['SFFH', 'FHFF', 'HHHF', 'FHFG']"
1,57,0,1.0,0.9276389118674717,"['SFFH', 'HHFH', 'HHFF', 'FFFG']"
1,99,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,68,0,1.0,0.9304302024748964,"['SHFH', 'FFFF', 'HHHF', 'HFHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,21,0,0.0,0.0,"['SFFH', 'FHHH', 'FFHF', 'HFFG']"
1,97,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'HFFF', 'HHFG']"
1,87,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,32,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,16,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'FFHG']"
1,49,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFHF', 'HFFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,32,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,23,0,1.0,0.7630697687590515,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFF', 'HFFG']"
1,48,0,1.0,0.90289112180858,"['SHHH', 'FHFF', 'FHHH', 'FFFG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHHF', 'FFFG']"
1,14,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'HHHG']"
1,45,0,1.0,0.9733217421754432,"['SFFF', 'FFHH', 'FFHF', 'FFFG']"
1,13,0,1.0,0.9110661429076764,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,88,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,29,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'HFFF', 'FHFG']"
1,87,0,1.0,0.9445131481500655,"['SFFF', 'HFFH', 'HFFF', 'FFHG']"
1,29,0,1.0,0.9083329444789534,"['SFFH', 'HFFH', 'HFFF', 'HHHG']"
1,29,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FFHF', 'HFHG']"
1,34,0,1.0,0.8250687380258053,"['SFFH', 'FFHH', 'FFFF', 'FFHG']"
1,75,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
