Temperature,Simulations,Return,Discounted Return,Map
1,29,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,84,0,1.0,0.9332298921513504,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FHHF', 'FFHG']"
1,68,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,33,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,3,0,1.0,0.8814479033836181,"['SFFF', 'HFFF', 'HFHF', 'FFHG']"
1,75,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'FHHF', 'FHHG']"
1,55,0,1.0,0.9165572373164391,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,88,0,1.0,0.9416796087056153,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,44,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,24,0,1.0,0.767668872977057,"['SFFF', 'FHFH', 'HFFH', 'HHFG']"
1,80,0,1.0,0.9388545698794984,"['SFFF', 'HFFF', 'FHFH', 'HFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,43,0,1.0,0.9220814271464737,"['SFHF', 'HFFH', 'HFHH', 'HFFG']"
1,98,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,23,0,1.0,0.9733217421754432,"['SHFH', 'FHFF', 'FFFF', 'HFFG']"
1,5,0,1.0,0.9220814271464737,"['SFFF', 'HHHF', 'HHFF', 'HFFG']"
1,48,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,69,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HFFF', 'HHHG']"
1,46,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,74,0,1.0,0.8176653739626438,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,86,0,1.0,0.9083329444789534,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,13,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,39,0,0.0,0.0,"['SFFF', 'HFFH', 'FFHF', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,13,0,1.0,0.9083329444789534,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,61,0,1.0,0.9332298921513504,"['SHFH', 'FFHH', 'FFFF', 'HHHG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,75,0,1.0,0.9416796087056153,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,32,0,1.0,0.8300415167526705,"['SFFH', 'FHFH', 'HHFF', 'HFHG']"
1,14,0,1.0,0.9332298921513504,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,38,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'FFFF', 'FFFG']"
1,63,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,69,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'FFHF', 'HFHG']"
1,30,0,1.0,0.9821344612135428,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,77,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HFHF', 'FHFG']"
1,62,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHFF', 'HFHG']"
1,36,0,1.0,0.8788035596734672,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,36,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'HHFF', 'FHFG']"
1,43,0,1.0,0.9502058312852957,"['SFHF', 'HFFF', 'HHFF', 'FFFG']"
1,98,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'FFFG']"
1,99,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHHF', 'HHHG']"
1,80,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,90,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FHHG']"
1,77,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'HHFF', 'HHFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,74,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,95,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HHFG']"
