Temperature,Simulations,Return,Discounted Return,Map
1,47,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHFF', 'FHFG']"
1,41,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,59,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFH', 'HFFG']"
1,25,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,71,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHHG']"
1,24,0,1.0,0.8761671489944468,"['SFHH', 'FFHF', 'FHHF', 'FFFG']"
1,25,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHH', 'HFFG']"
1,64,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,73,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9276389118674717,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,58,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,48,0,1.0,0.9674905716180701,"['SFHF', 'FHHF', 'FFFH', 'FHFG']"
1,67,0,1.0,0.9001824484431542,"['SFFF', 'HHFH', 'FHFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,65,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,91,0,1.0,0.9220814271464737,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,81,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFF', 'HFFG']"
1,57,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HHHG']"
1,24,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HHFF', 'FFHG']"
1,95,0,1.0,0.985089730404757,"['SFFH', 'FHFH', 'FHFH', 'FFFG']"
1,62,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
1,28,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'FHFF', 'FFFG']"
1,77,0,1.0,0.9704017769489168,"['SFHF', 'FHFH', 'FFFH', 'FFFG']"
1,9,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'HHHG']"
1,25,0,1.0,0.9110661429076764,"['SFHH', 'FFFH', 'FHFF', 'FFFG']"
1,9,0,0.0,0.0,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,56,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'FHFF', 'HHFG']"
1,53,0,1.0,0.8735386475474635,"['SFFH', 'FHFF', 'HFHF', 'HFFG']"
1,38,0,1.0,0.7863441585589971,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,98,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,48,0,1.0,0.93603800616986,"['SFHH', 'FFFH', 'FHFF', 'FHFG']"
1,96,0,1.0,0.8974819010978248,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,43,0,1.0,0.8325391341551359,"['SFHF', 'FHFF', 'FHHH', 'FFFG']"
1,75,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,71,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'HFFF', 'FHHG']"
1,40,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,59,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFH', 'FHFG']"
1,44,0,1.0,0.9530650263643888,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,35,0,1.0,0.79346393184295,"['SHHH', 'FFFF', 'HFFF', 'FHHG']"
1,30,0,1.0,0.78398512608332,"['SFFH', 'HFHH', 'FFFH', 'FHFG']"
1,88,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,50,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,83,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'HHHF', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'FHFG']"
1,67,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,39,0,1.0,0.8225935318117279,"['SFHF', 'HFFH', 'FHFF', 'HHHG']"
1,97,0,1.0,0.8788035596734672,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'FFHG']"
1,95,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFFH', 'FFFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'HFFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,23,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,37,0,1.0,0.8921050870283477,"['SFFF', 'HFFH', 'HHFF', 'FFHG']"
1,65,0,1.0,0.9704017769489168,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,27,0,1.0,0.9001824484431542,"['SHFF', 'FFFF', 'FFFH', 'FHFG']"
1,77,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,94,0,1.0,0.7910835400474212,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,89,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'HFFG']"
1,89,0,1.0,0.8553586117313603,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,73,0,1.0,0.9445131481500655,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,60,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'HHHF', 'FHFG']"
1,91,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,30,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,11,0,1.0,0.7630697687590515,"['SFFF', 'FFHF', 'HHHF', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,93,0,1.0,0.9502058312852957,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,15,0,1.0,0.8814479033836181,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,67,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHH', 'HFFG']"
1,30,0,0.0,0.0,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,16,0,1.0,0.7562227231210928,"['SFFF', 'FFFH', 'HHFH', 'FHFG']"
1,75,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHFG']"
1,79,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,15,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,53,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,50,0,1.0,0.8735386475474635,"['SFFF', 'FFHH', 'HFFF', 'HFHG']"
1,67,0,1.0,0.9248559951318693,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,65,0,1.0,0.9616943356035061,"['SHFH', 'FHHF', 'FFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFF', 'FFFG']"
1,77,0,1.0,0.9001824484431542,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,92,0,1.0,0.9388545698794984,"['SFFF', 'HHFH', 'HHFF', 'FHFG']"
1,23,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'HFFF', 'HFFG']"
1,33,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,22,0,1.0,0.9001824484431542,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,37,0,1.0,0.7539540549517295,"['SHFH', 'FFHH', 'HFFH', 'FFFG']"
1,36,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,79,0,1.0,0.8152123778407558,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,41,0,1.0,0.9001824484431542,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,50,0,1.0,0.9821344612135428,"['SFHF', 'FHHH', 'FFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFH', 'HFFF', 'HHHF', 'FHFG']"
1,68,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,71,0,1.0,0.8476834558136123,"['SFFF', 'FHFH', 'FHFH', 'FHFG']"
1,40,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,36,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,70,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,45,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,75,0,1.0,0.9416796087056153,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,48,0,1.0,0.8502341582884777,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,41,0,1.0,0.9616943356035061,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,40,0,1.0,0.7887102894272789,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,87,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFF', 'HFHG']"
1,22,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,34,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,64,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HFFH', 'HHFG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,83,0,1.0,0.7746195551602378,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,38,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,74,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FFHH', 'HFFG']"
1,27,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,23,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HFFG']"
1,17,0,1.0,0.9001824484431542,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,63,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,58,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'HHFF', 'HHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'HFFG']"
1,93,0,1.0,0.9559328248389055,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,31,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFF', 'FHHG']"
1,64,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'HHFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,98,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHFF', 'FHFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHH', 'FFFG']"
1,67,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,88,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,45,0,1.0,0.8788035596734672,"['SFHH', 'HFFF', 'FHHF', 'HHFG']"
1,47,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,26,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.7653658663581259,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,3,0,1.0,0.9193151828650342,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,92,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,30,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHHF', 'HHHG']"
1,14,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,64,0,1.0,0.8502341582884777,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,98,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FHFF', 'FFFG']"
1,41,0,1.0,0.8788035596734672,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,48,0,1.0,0.9304302024748964,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,56,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,53,0,1.0,0.9248559951318693,"['SFHH', 'HFHH', 'HFHH', 'HFFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HFFG']"
1,77,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,28,0,1.0,0.9473552137914398,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,57,0,1.0,0.9445131481500655,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,67,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,53,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,68,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,78,0,1.0,0.9733217421754432,"['SFFH', 'FFHF', 'FFFF', 'FHHG']"
1,3,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'HHHF', 'HFFG']"
1,99,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FHFF', 'FHFG']"
1,59,0,1.0,0.9704017769489168,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'HFFG']"
1,61,0,1.0,0.9559328248389055,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,48,0,1.0,0.8275513922024125,"['SFFH', 'FHFH', 'FFHH', 'HFFG']"
1,23,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,64,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFH', 'HFFG']"
1,46,0,1.0,0.8127667407072335,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,44,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,28,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'HHFF', 'FFHG']"
1,20,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,74,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHHH', 'FFFG']"
1,98,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HFHG']"
1,92,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,70,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FHHH', 'FFFG']"
1,26,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,95,0,1.0,0.884100203995605,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,42,0,1.0,0.7449472384453084,"['SFFH', 'FFFH', 'FHFF', 'HFHG']"
1,92,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,73,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,52,0,0.0,0.0,"['SHHF', 'FHHF', 'FHHH', 'FFFG']"
1,16,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,52,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,62,0,1.0,0.9332298921513504,"['SFFH', 'FHFF', 'HHFF', 'HHHG']"
1,56,0,1.0,0.8974819010978248,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FHHG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHH', 'FFFG']"
1,84,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFH', 'FFFF', 'FFHF', 'FHHG']"
1,93,0,1.0,0.9473552137914398,"['SHFH', 'FFHF', 'HFFF', 'FFHG']"
1,63,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HFHG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFHF', 'HFHG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,29,0,1.0,0.79346393184295,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,72,0,1.0,0.837556937769312,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,68,0,1.0,0.9445131481500655,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,39,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,99,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'FHFF', 'HFFG']"
1,6,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,38,0,1.0,0.837556937769312,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,43,0,1.0,0.837556937769312,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,89,0,1.0,0.9304302024748964,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,19,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,48,0,1.0,0.93603800616986,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,18,0,1.0,0.7427123967299725,"['SFFH', 'FHFF', 'HHHF', 'HHHG']"
1,21,0,1.0,0.8867604854519608,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,80,0,1.0,0.9416796087056153,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,95,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,2,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,61,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,24,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,98,0,1.0,0.8974819010978248,"['SFFH', 'HHFH', 'FFFH', 'FFFG']"
1,27,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,75,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,7,0,0.0,0.0,"['SFFF', 'HFFH', 'FFFH', 'HHFG']"
1,46,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FHHG']"
1,81,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,26,0,1.0,0.9248559951318693,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,42,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,38,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,17,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,69,0,1.0,0.8735386475474635,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,90,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,87,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FFFH', 'FFFG']"
1,24,0,1.0,0.8476834558136123,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,56,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'FFFF', 'FHFG']"
1,8,0,1.0,0.9276389118674717,"['SFFF', 'HHFF', 'FHFF', 'FHFG']"
1,3,0,1.0,0.8867604854519608,"['SFFF', 'FHFF', 'FHHF', 'HFHG']"
1,93,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FHFF', 'HHFG']"
1,96,0,1.0,0.9559328248389055,"['SFHH', 'HFHH', 'FFFH', 'FFFG']"
1,76,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'HHHG']"
1,37,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'HFFF', 'FFFG']"
1,30,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHF', 'HFFG']"
1,81,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'HFFF', 'HHHG']"
1,22,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,59,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,71,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
