Temperature,Simulations,Return,Discounted Return,Map
1,45,0,1.0,0.8974819010978248,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,85,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'FHFG']"
1,38,0,1.0,0.7958514863018556,"['SFHF', 'HFFH', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFFF', 'FFFG']"
1,81,0,1.0,0.9616943356035061,"['SHHF', 'FHHF', 'FFFF', 'FFFG']"
1,37,0,1.0,0.9165572373164391,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,56,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'HHFF', 'HHHG']"
1,97,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FFFF', 'FHFG']"
1,91,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,87,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HHFF', 'FFFG']"
1,29,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,62,0,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,15,0,1.0,0.9276389118674717,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,70,0,1.0,0.7607805594527743,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
1,100,0,1.0,0.9193151828650342,"['SFFF', 'HHFF', 'FHFH', 'HHFG']"
1,19,0,1.0,0.9110661429076764,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,99,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,18,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHFF', 'FHHG']"
1,81,0,1.0,0.9138075656044898,"['SFFF', 'FHFH', 'HFFF', 'HHHG']"
1,89,0,1.0,0.9193151828650342,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,35,0,1.0,0.9559328248389055,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,20,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HHFF', 'HHFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,19,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,86,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,62,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFF', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'HFHG']"
1,74,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,39,0,1.0,0.9645880999032158,"['SHFF', 'FHFF', 'FHFF', 'FFFG']"
1,27,0,1.0,0.9332298921513504,"['SFFF', 'HFFH', 'FHFF', 'HHFG']"
1,2,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,25,0,1.0,0.9056079456455165,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,75,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFFF', 'FFFG']"
1,99,0,1.0,0.9445131481500655,"['SFHF', 'HFFH', 'HHFF', 'HFFG']"
1,70,0,1.0,0.7816331707050701,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,45,0,1.0,0.7863441585589971,"['SFFH', 'FHHF', 'FHFF', 'FFFG']"
1,27,0,1.0,0.90289112180858,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,99,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,13,0,1.0,0.9332298921513504,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,99,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,85,0,1.0,0.9110661429076764,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,17,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'HHHG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,39,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'HFHG']"
1,22,0,0.0,0.0,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,41,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FFFG']"
1,49,0,1.0,0.9083329444789534,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,42,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'HHFF', 'FFHG']"
1,90,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHFF', 'FFFG']"
1,74,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHFF', 'FHFG']"
1,12,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,77,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,96,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,41,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,45,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,76,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,19,0,1.0,0.9502058312852957,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,53,0,1.0,0.90289112180858,"['SHFH', 'FFHF', 'HFFF', 'FHFG']"
1,40,0,1.0,0.9276389118674717,"['SFFF', 'HHHF', 'FFFF', 'HHFG']"
1,49,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FFFF', 'FFHG']"
1,14,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,27,0,1.0,0.8709180316048211,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,90,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,43,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,63,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9473552137914398,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,76,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'FFFF', 'FFFG']"
1,86,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,29,0,1.0,0.8867604854519608,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,57,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'FHHF', 'FHFG']"
1,94,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,83,0,1.0,0.9791880578299021,"['SHFF', 'FHHF', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHHF', 'HHHG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,35,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFFF', 'HHHG']"
1,75,0,1.0,0.8709180316048211,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,69,0,1.0,0.9445131481500655,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,35,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,9,0,1.0,0.8921050870283477,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,61,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'HHFF', 'HFHG']"
1,42,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,29,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,64,0,1.0,0.9791880578299021,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,49,0,1.0,0.7653658663581259,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,50,0,1.0,0.8631032605924442,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,39,0,1.0,0.9416796087056153,"['SHHH', 'FHFF', 'FHHH', 'FFFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,84,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,84,0,1.0,0.9276389118674717,"['SHFF', 'FFHF', 'HFFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFF', 'FHHG']"
1,32,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,30,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFF', 'FFFG']"
1,68,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFF', 'HHFG']"
1,88,0,1.0,0.9056079456455165,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,33,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHH', 'FFFG']"
1,47,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,27,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,78,0,1.0,0.9733217421754432,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'FFFG']"
1,82,0,1.0,0.9821344612135428,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,6,0,1.0,0.9138075656044898,"['SFFF', 'FFFF', 'HFHF', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,81,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHFG']"
1,48,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,58,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FHHF', 'FFFG']"
1,67,0,1.0,0.8275513922024125,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,27,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,56,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,16,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,76,0,1.0,0.8527925358961662,"['SFFF', 'HFHF', 'HFFH', 'FHFG']"
1,66,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,73,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'FHHG']"
1,65,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,34,0,1.0,0.9473552137914398,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,15,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,30,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,33,0,1.0,0.9001824484431542,"['SFFF', 'HFHF', 'FFHF', 'FHFG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,26,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9821344612135428,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,74,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'FFFH', 'FHFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'FHHG']"
1,48,0,1.0,0.9248559951318693,"['SFFH', 'HFFF', 'HHHF', 'HHHG']"
1,18,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HHFG']"
1,65,0,1.0,0.9530650263643888,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,100,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,72,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FHFF', 'FHFG']"
1,91,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,47,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'HFFG']"
1,92,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,92,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FHHF', 'FFFG']"
1,84,0,1.0,0.8300415167526705,"['SFHF', 'FHHH', 'FFFF', 'FHFG']"
1,14,0,1.0,0.7494371162085136,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,47,0,1.0,0.8683052775100066,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,42,0,1.0,0.8502341582884777,"['SFFH', 'HFFH', 'FFHF', 'HFFG']"
1,52,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'FHFG']"
1,48,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,67,0,1.0,0.9645880999032158,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,62,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'FHFH', 'FFFG']"
1,66,0,1.0,0.8426049842298329,"['SHHF', 'FHHF', 'FFFF', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HFFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFF', 'HFHG']"
1,45,0,1.0,0.9110661429076764,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,99,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,75,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFHH', 'FFFG']"
1,11,0,1.0,0.7584982177744161,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,94,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'HHFG']"
1,21,0,1.0,0.9193151828650342,"['SFFF', 'FFFH', 'FHFH', 'FHFG']"
1,55,0,1.0,0.7494371162085136,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,46,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,65,0,1.0,0.9588092525966956,"['SHFF', 'FFHH', 'HFFF', 'HFFG']"
1,28,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,92,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,85,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,54,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,52,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,34,0,1.0,0.8867604854519608,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HHFG']"
1,89,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'HHFF', 'FFHG']"
1,78,0,1.0,0.9473552137914398,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,67,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHFF', 'FFHF', 'HHFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFH', 'FHFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHHG']"
1,52,0,1.0,0.9138075656044898,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,43,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FFHG']"
1,37,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,24,0,1.0,0.9445131481500655,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HFFG']"
1,33,0,0.0,0.0,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,53,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,89,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,82,0,1.0,0.9616943356035061,"['SHHH', 'FFHH', 'FHHF', 'FFFG']"
1,11,0,1.0,0.8631032605924442,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,83,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HHFG']"
1,65,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,78,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,11,0,1.0,0.9193151828650342,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,22,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,90,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,33,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HFFH', 'HHFG']"
1,36,0,1.0,0.9445131481500655,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,34,0,1.0,0.8176653739626438,"['SFFH', 'FHFH', 'HHFF', 'FFHG']"
1,100,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FHFH', 'FFFG']"
1,54,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,28,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFHF', 'HFHG']"
1,68,0,1.0,0.93603800616986,"['SFHH', 'HFFH', 'FHFF', 'FFFG']"
1,78,0,1.0,0.9588092525966956,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,35,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'HHFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,67,0,1.0,0.9416796087056153,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,100,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,60,0,1.0,0.7816331707050701,"['SHHF', 'FFFH', 'FHFF', 'FHHG']"
1,58,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'HFFG']"
1,42,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,11,0,1.0,0.8894287717672626,"['SFFF', 'FHFH', 'FHFF', 'FHFG']"
1,90,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,57,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'HHHF', 'FFHG']"
1,71,0,0.0,0.0,"['SHFF', 'FFFH', 'FHHH', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'HHFG']"
1,55,0,1.0,0.9056079456455165,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,70,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,61,0,1.0,0.8553586117313603,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHHF', 'FFFG']"
1,32,0,1.0,0.9645880999032158,"['SFFF', 'FHFH', 'HHFF', 'FHFG']"
1,51,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,87,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HFFF', 'HHFG']"
1,36,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,62,0,1.0,0.9220814271464737,"['SHHF', 'FFHF', 'FFHF', 'HFFG']"
1,76,0,1.0,0.9248559951318693,"['SHFH', 'FFHH', 'FFFH', 'HHFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'HFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFHG']"
1,47,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,98,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,26,0,1.0,0.9220814271464737,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,78,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFHF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,83,0,1.0,0.9220814271464737,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,56,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HFHG']"
1,30,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,62,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FFFG']"
1,63,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'HFFF', 'HFHG']"
1,91,0,1.0,0.9704017769489168,"['SHFF', 'FFHF', 'FHHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,48,0,1.0,0.93603800616986,"['SFHH', 'FFFH', 'FFHH', 'HFFG']"
1,10,0,1.0,0.8631032605924442,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,51,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
