Temperature,Simulations,Return,Discounted Return,Map
1,3,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,31,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'FHFF', 'HHHG']"
1,94,0,1.0,0.93603800616986,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,97,0,1.0,0.9388545698794984,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,89,0,1.0,0.9791880578299021,"['SHHF', 'FFHF', 'HFFF', 'HHFG']"
1,14,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FFFH', 'HFFG']"
1,27,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,83,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FFFF', 'HFHG']"
1,87,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,60,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FFFF', 'HHFG']"
1,67,0,0.0,0.0,"['SFFH', 'FHHH', 'FFHF', 'HFFG']"
1,26,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,44,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,73,0,1.0,0.9530650263643888,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,98,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,25,0,1.0,0.9220814271464737,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,99,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFH', 'FHFG']"
1,50,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FFFF', 'HFHG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FHHG']"
1,24,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HFFF', 'FFFG']"
1,27,0,1.0,0.8974819010978248,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,84,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHF', 'HFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,92,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HHHG']"
1,95,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFHF', 'FFFG']"
1,76,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'FFFG']"
1,43,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HHFG']"
1,50,0,1.0,0.860513950810667,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,45,0,1.0,0.9056079456455165,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,27,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,80,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFFF', 'FHHG']"
1,72,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'HFHF', 'FFHG']"
1,19,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FHFG']"
1,66,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,7,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,97,0,1.0,0.8631032605924442,"['SHHH', 'FFHF', 'HFFH', 'HHFG']"
1,84,0,1.0,0.9645880999032158,"['SHHH', 'FFHF', 'HFFF', 'HHFG']"
1,90,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FFFF', 'FHHG']"
1,52,0,1.0,0.9762504936564125,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,99,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,80,0,1.0,0.9388545698794984,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,96,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,68,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,7,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FFHG']"
1,38,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9588092525966956,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,86,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,59,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,78,0,1.0,0.837556937769312,"['SFFH', 'HHFF', 'HHHF', 'HHFG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHHG']"
1,79,0,1.0,0.9276389118674717,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,80,0,1.0,0.9473552137914398,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,87,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,98,0,1.0,0.9001824484431542,"['SHFF', 'FFFF', 'FHFH', 'FHFG']"
1,58,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,28,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'HFFG']"
1,26,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,20,0,0.0,0.0,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,76,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HHHG']"
1,94,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'HHHG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,79,0,1.0,0.9388545698794984,"['SFHF', 'FFHH', 'HFFH', 'HFFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HHFH', 'FFFG']"
1,57,0,1.0,0.9733217421754432,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFH', 'HHFG']"
1,71,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'FFFG']"
1,72,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HFHG']"
1,75,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HHFF', 'HHHG']"
1,77,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,25,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,15,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,22,0,1.0,0.8054737627981655,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,33,0,1.0,0.8006481694852418,"['SFHH', 'HFFF', 'FHFF', 'FHHG']"
1,51,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,67,0,1.0,0.9473552137914398,"['SHHF', 'FHFH', 'FFFF', 'HFFG']"
1,39,0,1.0,0.9248559951318693,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'FHHH', 'FFFH', 'FFFG']"
1,6,0,1.0,0.9304302024748964,"['SFFF', 'HHFF', 'FHFF', 'FHFG']"
1,72,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFHF', 'FHHF', 'FHHG']"
1,4,0,0.0,0.0,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,77,0,1.0,0.985089730404757,"['SFFH', 'FHHH', 'FHHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,65,0,1.0,0.8788035596734672,"['SFFF', 'HHFF', 'FFFH', 'HFFG']"
1,92,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FHFG']"
1,73,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'FHHF', 'FFFG']"
1,55,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FHHG']"
1,22,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,100,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FFFG']"
1,91,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FHFF', 'HFFG']"
1,85,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,37,0,1.0,0.7958514863018556,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,33,0,1.0,0.7746195551602378,"['SFHH', 'HFFF', 'HFHF', 'FHHG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHFF', 'HHHG']"
1,91,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,23,0,1.0,0.8631032605924442,"['SFFH', 'FFFH', 'FFFH', 'FHFG']"
1,18,0,1.0,0.9530650263643888,"['SFFF', 'FHFH', 'FHFF', 'FHFG']"
1,59,0,1.0,0.9193151828650342,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'HHFH', 'FFFG']"
1,68,0,1.0,0.9588092525966956,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,33,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,86,0,1.0,0.8788035596734672,"['SHFH', 'FHFF', 'FFFH', 'FHFG']"
1,25,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHFG']"
1,98,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,12,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,51,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,48,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,73,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'HHFF', 'HHFG']"
1,85,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HFFF', 'HHHG']"
1,25,0,1.0,0.776950406379376,"['SFHH', 'HFFF', 'HFHF', 'FHHG']"
1,60,0,1.0,0.8225935318117279,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,34,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFH', 'HHFG']"
1,53,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFFF', 'FHFG']"
1,93,0,1.0,0.8867604854519608,"['SFHH', 'HFFF', 'HHFH', 'HFFG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'FHHG']"
1,62,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FHFF', 'FFFG']"
1,78,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,79,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'FFHF', 'FHHG']"
1,54,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,2,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FFHF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,20,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFH', 'HFFG']"
1,34,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,37,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,54,0,1.0,0.9588092525966956,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,75,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFH', 'HHFG']"
1,93,0,1.0,0.9388545698794984,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,67,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,25,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,92,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FHFF', 'FFHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFHF', 'HHFG']"
1,73,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'HFFF', 'FFFG']"
1,89,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,28,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,61,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,70,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,45,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,6,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'FHFF', 'FHFG']"
1,39,0,1.0,0.9473552137914398,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,16,0,1.0,0.8867604854519608,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,26,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HFFG']"
1,13,0,1.0,0.93603800616986,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,49,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'HHFF', 'HHFG']"
1,68,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFF', 'FFFG']"
1,16,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,48,0,1.0,0.9530650263643888,"['SHFF', 'FHHH', 'FHHF', 'FFFG']"
1,49,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFFH', 'HFFG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,34,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FHFF', 'FFFH', 'HFFG']"
1,28,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FFFF', 'HFHG']"
1,30,0,1.0,0.9733217421754432,"['SHHF', 'FFHH', 'FFFF', 'FFFG']"
1,85,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,89,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFH', 'HHFG']"
1,13,0,0.0,0.0,"['SHHF', 'FHFH', 'FHHH', 'FFFG']"
1,43,0,1.0,0.90289112180858,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,69,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'HHFG']"
1,20,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFFF', 'FHFG']"
1,81,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,82,0,1.0,0.8974819010978248,"['SFHF', 'FFFF', 'HHHF', 'FHHG']"
1,93,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,70,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFHF', 'FHFG']"
1,38,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'FFHF', 'FFFG']"
1,84,0,1.0,0.9001824484431542,"['SHHH', 'FHFF', 'FFFF', 'HHFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,84,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,82,0,1.0,0.9645880999032158,"['SFHH', 'FFHF', 'FFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,89,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'FHFG']"
1,53,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FHFF', 'FFFG']"
1,75,0,1.0,0.8735386475474635,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'FHHG']"
1,82,0,1.0,0.9445131481500655,"['SFFF', 'HFHH', 'FFHH', 'FFFG']"
1,42,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHHG']"
1,21,0,1.0,0.884100203995605,"['SHFH', 'FFHF', 'HFFF', 'HFFG']"
1,9,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,11,0,1.0,0.8476834558136123,"['SFFF', 'HFFH', 'FHFH', 'HHFG']"
1,72,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHFF', 'FHFG']"
1,41,0,1.0,0.9674905716180701,"['SFHF', 'FFHF', 'FFHH', 'FFFG']"
1,81,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FFHG']"
1,24,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.9388545698794984,"['SHFH', 'FHFH', 'FFFF', 'FFHG']"
1,91,0,1.0,0.9445131481500655,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,96,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,49,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FHFH', 'HHFG']"
1,88,0,1.0,0.8894287717672626,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,63,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,16,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFF', 'HHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHH', 'FFFG']"
1,92,0,1.0,0.8814479033836181,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,34,0,1.0,0.9304302024748964,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,30,0,1.0,0.8761671489944468,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,35,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,43,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,96,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'HFFF', 'HHHG']"
1,88,0,1.0,0.9416796087056153,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,70,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'HFFG']"
1,82,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,80,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,56,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHH', 'HFFG']"
1,71,0,1.0,0.90289112180858,"['SHFH', 'FFFF', 'FHFF', 'FHHG']"
1,56,0,1.0,0.8275513922024125,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,98,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'HFFF', 'HFFG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,7,0,1.0,0.9220814271464737,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,73,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HHFF', 'FFHG']"
1,60,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'FHHG']"
1,53,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,73,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,63,0,1.0,0.8761671489944468,"['SFHF', 'FFFH', 'HHFF', 'HFHG']"
1,69,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9559328248389055,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9248559951318693,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,49,0,1.0,0.9473552137914398,"['SHFH', 'FFFH', 'HFFF', 'FFFG']"
1,25,0,1.0,0.8400771692771434,"['SFFH', 'FHFF', 'FHHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,80,0,1.0,0.9083329444789534,"['SHFF', 'FFFH', 'HFFH', 'HHFG']"
1,42,0,1.0,0.8527925358961662,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,99,0,1.0,0.9616943356035061,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,93,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHFF', 'HHHG']"
1,58,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FHFF', 'HHHG']"
1,47,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,16,0,1.0,0.8451404054461714,"['SHFH', 'FHFF', 'FFHH', 'FFFG']"
1,90,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'HFFG']"
1,14,0,1.0,0.8709180316048211,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,77,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FFHH', 'FFFG']"
1,58,0,1.0,0.9056079456455165,"['SFFH', 'HFHH', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9674905716180701,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,98,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHFF', 'FFHG']"
1,12,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFH', 'FFFG']"
1,75,0,1.0,0.7722956964947572,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,48,0,1.0,0.9502058312852957,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,38,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,25,0,1.0,0.9304302024748964,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,15,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
