Temperature,Simulations,Return,Discounted Return,Map
1,22,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,54,0,1.0,0.8735386475474635,"['SFHF', 'HFFF', 'FHFH', 'FHFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,26,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHFF', 'FFHG']"
1,73,0,1.0,0.9445131481500655,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,75,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HHFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFHG']"
1,82,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,16,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FFHF', 'HHFG']"
1,1,0,1.0,0.884100203995605,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,71,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,30,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FHHG']"
1,86,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'HFFG']"
1,17,0,1.0,0.8735386475474635,"['SHFH', 'FHFF', 'FFHF', 'FFFG']"
1,55,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,47,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,17,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FHFF', 'HFFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,23,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'FHHG']"
1,73,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'FHFF', 'FFHG']"
1,45,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFF', 'FFFG']"
1,92,0,1.0,0.9332298921513504,"['SFFF', 'HFHH', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,51,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FFFG']"
1,18,0,1.0,0.860513950810667,"['SFHF', 'FHHH', 'FFFF', 'HFFG']"
1,72,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,46,0,1.0,0.8974819010978248,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,50,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FHHG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHF', 'FFFG']"
1,16,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FFFG']"
1,25,0,1.0,0.9220814271464737,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,29,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'FFFH', 'FFFG']"
1,40,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,69,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,55,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,15,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'HFFF', 'FFHG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,29,0,1.0,0.8054737627981655,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,23,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,52,0,1.0,0.9001824484431542,"['SFFH', 'HFFH', 'FHFH', 'FHFG']"
1,58,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HHFF', 'FHFG']"
1,84,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,82,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,85,0,1.0,0.9616943356035061,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,17,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,87,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHHF', 'HHHG']"
1,30,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,59,0,1.0,0.8400771692771434,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,62,0,1.0,0.9332298921513504,"['SFFF', 'FHHH', 'FHFF', 'FFFG']"
1,59,0,1.0,0.9276389118674717,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,60,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,54,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,78,0,1.0,0.9388545698794984,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'HHFG']"
1,50,0,1.0,0.8814479033836181,"['SFFH', 'FHFF', 'HFHF', 'FHFG']"
1,91,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHHH', 'FFFG']"
1,83,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'FHFF', 'FFFG']"
1,45,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SFHH', 'FHFH', 'FFFF', 'FFFG']"
1,1,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FFHF', 'FFFG']"
1,41,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'HFHG']"
1,50,0,1.0,0.7449472384453084,"['SFFF', 'HFFH', 'HFHH', 'HFFG']"
1,64,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,49,0,1.0,0.9674905716180701,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,87,0,1.0,0.9276389118674717,"['SHHF', 'FFFF', 'FFHF', 'FFHG']"
1,95,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,43,0,1.0,0.9733217421754432,"['SHHF', 'FFHH', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,45,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'HFFG']"
1,91,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,71,0,1.0,0.8867604854519608,"['SFHH', 'HFFH', 'HHFF', 'FHHG']"
1,19,0,1.0,0.9056079456455165,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,79,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,34,0,1.0,0.9616943356035061,"['SFHH', 'HFHF', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,58,0,1.0,0.9559328248389055,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,67,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,87,0,1.0,0.9056079456455165,"['SFFF', 'HFHH', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9559328248389055,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,58,0,1.0,0.8502341582884777,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,78,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'HHHF', 'FHFG']"
1,57,0,1.0,0.9193151828650342,"['SFFF', 'FFFH', 'FHFF', 'FFHG']"
1,78,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,46,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'FHFG']"
1,20,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HFHG']"
1,99,0,1.0,0.8947894553945313,"['SFHH', 'HFHF', 'HFHF', 'FFFG']"
1,14,0,1.0,0.8894287717672626,"['SFHH', 'FFHH', 'FFHF', 'FFFG']"
1,12,0,0.0,0.0,"['SHHF', 'FHFH', 'FFHH', 'HFFG']"
1,95,0,1.0,0.9559328248389055,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,58,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'FFHF', 'FFFG']"
1,36,0,1.0,0.9616943356035061,"['SHFH', 'FHFF', 'FFFH', 'HFFG']"
1,64,0,1.0,0.9220814271464737,"['SHFF', 'FHFF', 'FFFF', 'FHFG']"
1,70,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HFFF', 'FFFG']"
1,84,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'HFFF', 'FFHG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'HFFF', 'HHFG']"
1,20,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFH', 'FHFG']"
1,15,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'FFFG']"
1,67,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HFHG']"
1,35,0,1.0,0.798246224976786,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9674905716180701,"['SFHF', 'HFFH', 'HHFF', 'HHFG']"
1,78,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,37,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,25,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'HHFG']"
1,50,0,1.0,0.884100203995605,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,20,0,1.0,0.9416796087056153,"['SFHF', 'FFHF', 'FFFF', 'HFFG']"
1,13,0,1.0,0.8300415167526705,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,94,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFHF', 'FFFG']"
1,52,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,97,0,1.0,0.93603800616986,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,26,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'HFFH', 'FFFG']"
1,31,0,0.0,0.0,"['SHHH', 'FHFF', 'FHHH', 'FFFG']"
1,84,0,1.0,0.7722956964947572,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,46,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFFH', 'FFFG']"
1,68,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,37,0,1.0,0.9193151828650342,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,78,0,1.0,0.7630697687590515,"['SHHF', 'FHHF', 'FFHF', 'HFFG']"
1,45,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HHFG']"
1,75,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,17,0,0.0,0.0,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,93,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,52,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'HFHG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFFH', 'FFFG']"
1,91,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,83,0,1.0,0.9588092525966956,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,97,0,1.0,0.9645880999032158,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,99,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,80,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FHHF', 'FHHG']"
1,30,0,1.0,0.9674905716180701,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,46,0,1.0,0.9588092525966956,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,74,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HFFH', 'HFFG']"
1,39,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'HFFF', 'HFHG']"
1,10,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHF', 'HHFG']"
1,50,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'HFFG']"
1,66,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,57,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,99,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FHFH', 'FHFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,59,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,28,0,1.0,0.9388545698794984,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'FFFG']"
1,85,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'HHHF', 'HHFG']"
1,42,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,63,0,1.0,0.9332298921513504,"['SHHH', 'FHHF', 'FHHF', 'FFFG']"
1,77,0,1.0,0.9110661429076764,"['SHFF', 'FFHH', 'FFFH', 'HHFG']"
1,84,0,1.0,0.9704017769489168,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,26,0,1.0,0.8735386475474635,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,66,0,1.0,0.9332298921513504,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
