Temperature,Simulations,Return,Discounted Return,Map
1,37,0,1.0,0.9559328248389055,"['SHFH', 'FHFF', 'FFHH', 'FFFG']"
1,72,0,1.0,0.9445131481500655,"['SFHF', 'HFFH', 'FHFF', 'HHFG']"
1,53,0,1.0,0.8631032605924442,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHFF', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'FFFG']"
1,45,0,1.0,0.7863441585589971,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,28,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,38,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,56,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FFFF', 'FFFG']"
1,46,0,1.0,0.9332298921513504,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,74,0,1.0,0.9332298921513504,"['SFFH', 'FHFF', 'FFHF', 'HHFG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FFFF', 'HFFG']"
1,82,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,36,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9502058312852957,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,89,0,1.0,0.9056079456455165,"['SFFF', 'HHFH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHHF', 'HHHG']"
1,100,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,64,0,1.0,0.9445131481500655,"['SFFH', 'HFHF', 'FFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'HHFF', 'FFHG']"
1,89,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFHF', 'HFFG']"
1,49,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFF', 'FFFG']"
1,38,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FFHG']"
1,79,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,63,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,32,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFHF', 'HHFG']"
1,94,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'FFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FFFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,76,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'FFHH', 'HFFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FHFG']"
1,85,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,99,0,1.0,0.9762504936564125,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,30,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHFF', 'FHHH', 'FHHH', 'FFFG']"
1,89,0,1.0,0.9674905716180701,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,49,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HHFH', 'HHFG']"
1,77,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,97,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFFH', 'FHFG']"
1,56,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,16,0,0.0,0.0,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,81,0,1.0,0.9704017769489168,"['SHFH', 'FHFH', 'FHFH', 'FFFG']"
1,35,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHHG']"
1,27,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,45,0,1.0,0.9559328248389055,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,9,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,21,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFF', 'HFFG']"
1,45,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFHF', 'FHHG']"
1,76,0,1.0,0.8250687380258053,"['SFHH', 'HFHH', 'FFHF', 'HFFG']"
1,19,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'FHFF', 'FHHG']"
1,59,0,1.0,0.8006481694852418,"['SFHF', 'HFFF', 'HHFH', 'FFFG']"
1,19,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'FFHG']"
1,13,0,1.0,0.8947894553945313,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,46,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HFFG']"
1,72,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,23,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFH', 'FHFG']"
1,97,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,37,0,1.0,0.8657003616774767,"['SFHH', 'FFFF', 'HFHF', 'HHHG']"
1,11,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'FFHG']"
1,53,0,1.0,0.9110661429076764,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,35,0,1.0,0.9762504936564125,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
1,25,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HHFG']"
1,98,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'FHHG']"
1,16,0,1.0,0.8894287717672626,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFFG']"
1,74,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HFFH', 'FHFG']"
1,73,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,46,0,1.0,0.8709180316048211,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,50,0,1.0,0.9276389118674717,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,73,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'HFFF', 'FFFG']"
1,22,0,1.0,0.8527925358961662,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,93,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,83,0,1.0,0.7792882711929549,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,58,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHHF', 'FFHG']"
1,75,0,1.0,0.8709180316048211,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,29,0,1.0,0.8250687380258053,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,46,0,1.0,0.857932408958235,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,56,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,59,0,1.0,0.9616943356035061,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,2,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,91,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FHHH', 'FHHF', 'FFFG']"
1,90,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,29,0,1.0,0.9220814271464737,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,32,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FHFH', 'FHFG']"
1,78,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,17,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HHHG']"
1,77,0,1.0,0.9704017769489168,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,84,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,25,0,1.0,0.7699788094052729,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,79,0,1.0,0.9332298921513504,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,86,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFHG']"
1,45,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHHG']"
1,65,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,78,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FHFF', 'HFHG']"
1,73,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,47,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,64,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFHG']"
1,40,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FHHF', 'FHFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,46,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FFHG']"
1,85,0,1.0,0.9645880999032158,"['SHHH', 'FFHH', 'FFFH', 'HHFG']"
1,18,0,1.0,0.9445131481500655,"['SHFH', 'FFFF', 'FFHF', 'FFFG']"
1,51,0,1.0,0.9502058312852957,"['SFHH', 'FFHH', 'FFHH', 'FFFG']"
1,18,0,1.0,0.9473552137914398,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9733217421754432,"['SHHH', 'FHFH', 'FFHF', 'FFFG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,74,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'FFFF', 'HHHG']"
1,96,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,28,0,1.0,0.860513950810667,"['SFFF', 'HHFH', 'HFFF', 'HFHG']"
1,46,0,1.0,0.8250687380258053,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,33,0,1.0,0.8325391341551359,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,46,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,45,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,19,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HHHG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,72,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'FHFH', 'FHFG']"
1,39,0,1.0,0.9445131481500655,"['SHHF', 'FFFF', 'FFFH', 'HHFG']"
1,58,0,1.0,0.7887102894272789,"['SFHH', 'HFFF', 'FFHH', 'HFFG']"
1,38,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'HFFH', 'HHFG']"
1,70,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHFG']"
1,41,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,98,0,1.0,0.9645880999032158,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,18,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,47,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,20,0,1.0,0.9276389118674717,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,61,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHHF', 'FHFG']"
1,62,0,1.0,0.9733217421754432,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,82,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,64,0,1.0,0.9083329444789534,"['SFFH', 'HHFH', 'HHFF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,94,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'FFHF', 'HFFG']"
1,22,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFH', 'FHFG']"
1,87,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,18,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,91,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FHFG']"
1,46,0,1.0,0.8078974551636565,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9704017769489168,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'FHFG']"
1,14,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,94,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,91,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,95,0,1.0,0.9733217421754432,"['SFFF', 'FFHH', 'FFFF', 'HFFG']"
1,64,0,1.0,0.8814479033836181,"['SFHH', 'HFFF', 'FFHF', 'HHFG']"
1,85,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,97,0,1.0,0.9645880999032158,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,33,0,1.0,0.9733217421754432,"['SHHH', 'FHHF', 'FFFF', 'FFFG']"
1,67,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,54,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,96,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FHHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,12,0,1.0,0.8152123778407558,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,35,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFHG']"
1,10,0,1.0,0.8006481694852418,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,73,0,1.0,0.8921050870283477,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,91,0,1.0,0.9502058312852957,"['SHHH', 'FFFF', 'HFHF', 'FFFG']"
1,80,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FFFF', 'FHHG']"
1,79,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,82,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,50,0,1.0,0.835044266956004,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,49,0,1.0,0.93603800616986,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,56,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,99,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,41,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HHFG']"
1,78,0,1.0,0.9332298921513504,"['SHFF', 'FFFF', 'HHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'FHFG']"
1,18,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,18,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'FFHF', 'FHHG']"
1,67,0,1.0,0.8527925358961662,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,15,0,1.0,0.9645880999032158,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,87,0,1.0,0.9248559951318693,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,94,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FFFH', 'FHFG']"
1,30,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'FHHH', 'FFFH', 'FFFG']"
1,59,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,83,0,1.0,0.8867604854519608,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,24,0,1.0,0.9083329444789534,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,7,0,0.0,0.0,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,64,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,52,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FFFF', 'HFHG']"
1,26,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'FHFF', 'HFHG']"
1,22,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,71,0,1.0,0.8054737627981655,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,92,0,1.0,0.8451404054461714,"['SFFH', 'FHHF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.8553586117313603,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,42,0,1.0,0.9001824484431542,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,99,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FFHG']"
1,55,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FHHF', 'FHFG']"
1,74,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHFG']"
1,26,0,1.0,0.837556937769312,"['SFFF', 'FFFH', 'FFHH', 'FFFG']"
1,71,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'FHFF', 'FFHG']"
1,35,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFH', 'FFFG']"
1,27,0,1.0,0.9248559951318693,"['SFFF', 'FHFH', 'HFFF', 'FFHG']"
1,86,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFFF', 'FFFG']"
1,64,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,93,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HFFG']"
1,97,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HHHF', 'HHHG']"
1,90,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFH', 'HFFG']"
1,31,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,7,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HHHG']"
1,24,0,1.0,0.9821344612135428,"['SHFH', 'FHHH', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9502058312852957,"['SHHF', 'FFFF', 'HHFF', 'HHHG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,73,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HFHG']"
1,21,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'HHFF', 'FHHG']"
1,92,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HHFF', 'FHFG']"
1,9,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,63,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,58,0,1.0,0.9138075656044898,"['SHFH', 'FFFF', 'FFFH', 'HHFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,99,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HFHG']"
1,24,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HHHG']"
1,30,0,1.0,0.9733217421754432,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,15,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFFF', 'FFFG']"
1,56,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FFHG']"
1,45,0,1.0,0.93603800616986,"['SFHH', 'FFFH', 'FHFF', 'FHFG']"
1,33,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFHG']"
1,46,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'HHFF', 'FHFG']"
1,57,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'HFFF', 'HFHG']"
1,93,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,59,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,86,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,20,0,1.0,0.8894287717672626,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,20,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'FHFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHH', 'FFFG']"
1,26,0,1.0,0.8735386475474635,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,65,0,1.0,0.79346393184295,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,61,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,48,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHFH', 'FHFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
