Temperature,Simulations,Return,Discounted Return,Map
1,64,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FFHF', 'HFFG']"
1,67,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HHFF', 'HHFG']"
1,83,0,1.0,0.8735386475474635,"['SHFF', 'FFFF', 'HFFH', 'HHFG']"
1,65,0,1.0,0.8947894553945313,"['SHFH', 'FFHF', 'HFFF', 'HHFG']"
1,26,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'HHFF', 'FHHG']"
1,86,0,1.0,0.9762504936564125,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHHF', 'HFFG']"
1,88,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HFFF', 'HFHG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,49,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFH', 'HFFG']"
1,62,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFHF', 'FFHG']"
1,27,0,1.0,0.9001824484431542,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,85,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,49,0,1.0,0.7449472384453084,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,57,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHFF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,48,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,82,0,1.0,0.9559328248389055,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,26,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,47,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FFFF', 'HHFG']"
1,5,0,1.0,0.860513950810667,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,22,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'HHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFF', 'FHHF', 'FFHG']"
1,78,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,89,0,1.0,0.9332298921513504,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,68,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,39,0,1.0,0.8631032605924442,"['SFHH', 'FFFF', 'HHFF', 'HHHG']"
1,15,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,62,0,1.0,0.9445131481500655,"['SHHF', 'FHFH', 'FFFF', 'HHFG']"
1,64,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,79,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,9,0,0.0,0.0,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,47,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,44,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,32,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,55,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFHG']"
1,28,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,90,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,91,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,8,0,1.0,0.857932408958235,"['SFFH', 'HHFF', 'HFFF', 'HHFG']"
1,17,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,60,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,63,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,75,0,1.0,0.9248559951318693,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,76,0,1.0,0.9473552137914398,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,50,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,61,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FHFF', 'HHHG']"
1,92,0,1.0,0.8814479033836181,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,6,0,1.0,0.7816331707050701,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,36,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'FHHG']"
1,84,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,47,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'FHHF', 'FFFG']"
1,85,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,76,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'FFHG']"
1,29,0,1.0,0.8176653739626438,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,91,0,1.0,0.9445131481500655,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,66,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FHFF', 'HHFG']"
1,71,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,59,0,0.0,0.0,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,62,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,72,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,26,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,55,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9138075656044898,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,74,0,1.0,0.8894287717672626,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,99,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FFHF', 'FFFG']"
1,100,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,36,0,1.0,0.8054737627981655,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'HFFG']"
1,43,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,81,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,65,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,13,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,64,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,33,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,38,0,1.0,0.8867604854519608,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,34,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,66,0,1.0,0.93603800616986,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,26,0,1.0,0.767668872977057,"['SFHF', 'FFFF', 'FHHF', 'HFHG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,50,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HHHG']"
1,58,0,1.0,0.9193151828650342,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFHF', 'FHHH', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'FHFG']"
1,34,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFFF', 'FFFG']"
1,84,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHHF', 'HFHG']"
1,63,0,1.0,0.9056079456455165,"['SHHF', 'FFHF', 'HFFH', 'HFFG']"
1,83,0,1.0,0.9473552137914398,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,53,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,51,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFHG']"
1,48,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,26,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,19,0,0.0,0.0,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,62,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,40,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,58,0,1.0,0.8657003616774767,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,13,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,19,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,40,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,90,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFH', 'HFFG']"
1,65,0,1.0,0.9559328248389055,"['SFFH', 'FHFH', 'FFHH', 'FFFG']"
1,21,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHHF', 'HFHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'HFFG']"
1,91,0,1.0,0.8527925358961662,"['SFHH', 'HFFH', 'HFFH', 'HHFG']"
1,94,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FFFH', 'FHFG']"
1,50,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FHFG']"
1,48,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,65,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,58,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,13,0,0.0,0.0,"['SFHF', 'FFHF', 'HFHH', 'HFFG']"
1,46,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,25,0,1.0,0.9332298921513504,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,44,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'FHFF', 'HHHG']"
1,54,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9165572373164391,"['SFFH', 'FHFH', 'HFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHF', 'HHHG']"
1,18,0,1.0,0.9616943356035061,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9762504936564125,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,99,0,1.0,0.9645880999032158,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,67,0,1.0,0.9083329444789534,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,85,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,53,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'FFFG']"
1,57,0,1.0,0.9616943356035061,"['SFHF', 'FFHH', 'FFFF', 'HFHG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,59,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'FHHG']"
1,19,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FFHG']"
1,31,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFH', 'FHFG']"
1,82,0,1.0,0.78398512608332,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,75,0,1.0,0.9220814271464737,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFFG']"
1,46,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,47,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,45,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,5,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,90,0,1.0,0.9530650263643888,"['SHHH', 'FHFH', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,61,0,1.0,0.8761671489944468,"['SFHH', 'HFFF', 'HFHF', 'FHFG']"
1,69,0,1.0,0.9083329444789534,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,48,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,67,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9332298921513504,"['SHFH', 'FFHH', 'HFFF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,45,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,70,0,1.0,0.9821344612135428,"['SFHF', 'HFHH', 'FFFF', 'HHFG']"
1,80,0,1.0,0.9733217421754432,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,70,0,1.0,0.8400771692771434,"['SFFF', 'FFHH', 'HFHH', 'HFFG']"
1,24,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'HHFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,82,0,1.0,0.8735386475474635,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,61,0,1.0,0.8867604854519608,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,81,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HFHG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,47,0,1.0,0.9220814271464737,"['SHFH', 'FFFH', 'HFHF', 'HFFG']"
1,62,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'HFHF', 'HFFG']"
1,76,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'FFFH', 'HFFG']"
1,92,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,49,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,28,0,1.0,0.7816331707050701,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,30,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,16,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'HFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFH', 'FHFG']"
1,92,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,91,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'HHFH', 'HFFG']"
1,71,0,1.0,0.7539540549517295,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,60,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,92,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,46,0,1.0,0.9616943356035061,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,99,0,1.0,0.9248559951318693,"['SFHF', 'FHFF', 'FHFH', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFHF', 'FHFH', 'FFFG']"
1,17,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFH', 'FHFG']"
1,95,0,1.0,0.985089730404757,"['SFHH', 'HFFH', 'FFFF', 'HFFG']"
1,93,0,1.0,0.8814479033836181,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,84,0,1.0,0.8867604854519608,"['SHFF', 'FFFH', 'FHHH', 'FFFG']"
1,10,0,1.0,0.8683052775100066,"['SFFF', 'FFFH', 'FFHF', 'FFFG']"
