Temperature,Simulations,Return,Discounted Return,Map
1,29,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,85,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,73,0,1.0,0.9388545698794984,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,49,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFFH', 'FFFG']"
1,81,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,100,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FFHF', 'FFFG']"
1,38,0,1.0,0.9674905716180701,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,16,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,95,0,1.0,0.8300415167526705,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,53,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'HFHG']"
1,83,0,1.0,0.9304302024748964,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,76,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FHFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHFG']"
1,16,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,49,0,1.0,0.8761671489944468,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,13,0,1.0,0.8527925358961662,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,22,0,1.0,0.9304302024748964,"['SFHH', 'FFFH', 'HFFF', 'HHHG']"
1,62,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,73,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FFHF', 'FFHG']"
1,56,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFHF', 'FHHG']"
1,76,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFF', 'HFFG']"
1,41,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,84,0,1.0,0.8921050870283477,"['SFFF', 'FHFH', 'HHFF', 'FHHG']"
1,33,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,75,0,1.0,0.9001824484431542,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,51,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FHFG']"
1,80,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,16,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'FHFF', 'FHFG']"
1,73,0,1.0,0.9821344612135428,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,29,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHH', 'HFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FHHH', 'FHFH', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,89,0,1.0,0.9588092525966956,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,76,0,1.0,0.9821344612135428,"['SHHH', 'FHHF', 'FFFH', 'FFFG']"
1,93,0,1.0,0.9445131481500655,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,75,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFF', 'HHHG']"
1,73,0,1.0,0.90289112180858,"['SFFH', 'FHFH', 'HFFH', 'FFFG']"
1,67,0,1.0,0.9083329444789534,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,40,0,1.0,0.9193151828650342,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,70,0,1.0,0.8657003616774767,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,53,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'FFHG']"
1,85,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FFHG']"
1,28,0,1.0,0.9559328248389055,"['SFFF', 'FHHH', 'FFFF', 'FFFG']"
1,64,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,78,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'HFHF', 'FHFG']"
1,20,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'FFFH', 'FHFG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,46,0,1.0,0.9473552137914398,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,43,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,35,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,59,0,1.0,0.9616943356035061,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,78,0,1.0,0.9588092525966956,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,19,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FHFF', 'HFFG']"
1,65,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,84,0,1.0,0.9083329444789534,"['SHFH', 'FFFF', 'FHHF', 'FHFG']"
1,27,0,1.0,0.8974819010978248,"['SHHF', 'FFFF', 'FHHF', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,14,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHHF', 'HFFG']"
1,16,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'HFFG']"
1,48,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,15,0,1.0,0.9276389118674717,"['SFFF', 'FFFF', 'HFHF', 'FFFG']"
1,20,0,1.0,0.90289112180858,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,95,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,66,0,1.0,0.8300415167526705,"['SFFH', 'HFHH', 'FFFH', 'FHFG']"
1,52,0,1.0,0.9304302024748964,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,93,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,24,0,1.0,0.8006481694852418,"['SFHF', 'FHFF', 'FHFF', 'FFFG']"
1,89,0,1.0,0.9388545698794984,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,79,0,1.0,0.8451404054461714,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,77,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HHFF', 'FHHG']"
1,12,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'HFHF', 'HFHG']"
1,12,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFF', 'HFHG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,50,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FFFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFF', 'FFHG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,58,0,1.0,0.9248559951318693,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,61,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHFF', 'HFFG']"
1,92,0,1.0,0.9616943356035061,"['SFHF', 'HFHF', 'FFFF', 'HFFG']"
1,34,0,1.0,0.7607805594527743,"['SFFH', 'HHFH', 'HFFF', 'HFHG']"
1,84,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,29,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'HFFH', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FHHG']"
1,37,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,35,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHHF', 'FFHG']"
1,49,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'HHFF', 'HHHG']"
1,73,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHFG']"
1,56,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,40,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,12,0,1.0,0.8894287717672626,"['SFFF', 'HFFF', 'FHFF', 'HFFG']"
1,93,0,1.0,0.9276389118674717,"['SHFH', 'FFFH', 'HFFF', 'FHFG']"
1,58,0,1.0,0.9248559951318693,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,89,0,1.0,0.93603800616986,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,46,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHFF', 'HFFG']"
1,9,0,1.0,0.8553586117313603,"['SFFH', 'FHFH', 'FHFF', 'HFFG']"
1,80,0,1.0,0.9248559951318693,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,36,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHHG']"
1,31,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,73,0,1.0,0.9473552137914398,"['SFFH', 'FFHH', 'HFFF', 'FFHG']"
1,34,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,96,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFFF', 'FHHG']"
1,98,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,81,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,19,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHH', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,96,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,67,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,12,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'HFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,15,0,1.0,0.8894287717672626,"['SFHF', 'FHFF', 'FHFF', 'FFFG']"
1,38,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,61,0,1.0,0.9001824484431542,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,51,0,1.0,0.8788035596734672,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'HHFH', 'FHFG']"
1,39,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,84,0,1.0,0.9559328248389055,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,37,0,1.0,0.7607805594527743,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,56,0,1.0,0.8974819010978248,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFFH', 'FHHH', 'FFFG']"
1,78,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HFFH', 'FFFG']"
1,80,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHFH', 'HHFG']"
1,28,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FFHG']"
1,59,0,1.0,0.9530650263643888,"['SFFH', 'FHHF', 'FFHF', 'FFFG']"
1,30,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'HHFF', 'FHFG']"
1,38,0,1.0,0.8894287717672626,"['SFFH', 'FHFF', 'FHHF', 'FHHG']"
1,96,0,1.0,0.9445131481500655,"['SFHH', 'HFHF', 'FFFF', 'HHFG']"
1,40,0,1.0,0.9502058312852957,"['SHFF', 'FFFH', 'HFFH', 'HFFG']"
1,40,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,72,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,32,0,1.0,0.9733217421754432,"['SFFF', 'FHHH', 'FFFF', 'FFFG']"
1,69,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,50,0,1.0,0.8974819010978248,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'FFFG']"
1,29,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'HHFG']"
1,86,0,1.0,0.9220814271464737,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,91,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'HFHF', 'HFHG']"
1,90,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,95,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,27,0,1.0,0.93603800616986,"['SHHH', 'FFFF', 'FHFF', 'FHFG']"
1,89,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,21,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HHFF', 'FHFG']"
1,31,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,34,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,82,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FHFH', 'FHFG']"
1,75,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'FFFF', 'HHFG']"
1,26,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFHH', 'FFHH', 'FHFH', 'FFFG']"
1,71,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,32,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,23,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,57,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HHHF', 'HHHG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,2,0,0.0,0.0,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,44,0,1.0,0.9645880999032158,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FHHH', 'FHFH', 'FFFG']"
1,51,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,16,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,58,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,36,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,93,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,10,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,30,0,1.0,0.9588092525966956,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,40,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9138075656044898,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,61,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HHFG']"
1,57,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,40,0,1.0,0.835044266956004,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,93,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FFHH', 'FFFG']"
1,74,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FHHH', 'FFFG']"
1,34,0,1.0,0.8201257512162927,"['SFFF', 'HFHH', 'FFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHH', 'HFFG']"
1,47,0,1.0,0.7958514863018556,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,15,0,1.0,0.8325391341551359,"['SFHH', 'HFFH', 'HFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,97,0,1.0,0.9645880999032158,"['SHFH', 'FHHH', 'FFHF', 'FFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HFFG']"
1,18,0,1.0,0.9473552137914398,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,80,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFF', 'HHHG']"
1,26,0,1.0,0.8631032605924442,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,50,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'HHHF', 'HHHG']"
1,99,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,42,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,47,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,17,0,0.0,0.0,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,23,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,79,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,37,0,1.0,0.9304302024748964,"['SFFF', 'FHHF', 'HFHF', 'FHHG']"
1,24,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'HFHF', 'HHHG']"
1,67,0,1.0,0.8921050870283477,"['SHFF', 'FFFF', 'HFHF', 'HFHG']"
