Temperature,Map,Simulations,Initial State,Return,Discounted Return
1,"['SHFF', 'FFFF', 'HHFF', 'HHHG']",20,2,1.0,0.985089730404757
1,"['SFFH', 'HHFH', 'HHFH', 'HHFG']",24,14,1.0,1.0
1,"['SFFF', 'HHHF', 'HHFF', 'HHHG']",85,1,1.0,0.9821344612135428
1,"['SHHF', 'FHHF', 'FFFF', 'FFFG']",88,4,1.0,0.985089730404757
1,"['SHHH', 'FHHH', 'FFFF', 'HHHG']",43,8,1.0,0.8502341582884777
1,"['SFHH', 'HFFF', 'HHFH', 'HHFG']",50,5,1.0,0.991026973
1,"['SFHH', 'HFFF', 'FFHF', 'HHHG']",24,6,1.0,0.994009
1,"['SHHH', 'FFHF', 'HFFH', 'HHFG']",2,0,0.0,0.0
1,"['SFHH', 'FFFF', 'HFHF', 'HHFG']",82,5,1.0,0.9502058312852957
1,"['SFHF', 'FFFH', 'FFHF', 'FFFG']",96,4,1.0,0.9821344612135428
1,"['SFFH', 'HHFH', 'HHFF', 'FFHG']",91,10,1.0,0.997
1,"['SFFF', 'HFHF', 'HHHF', 'FHFG']",31,11,1.0,1.0
1,"['SFFF', 'HFFF', 'FHFF', 'FFFG']",41,7,1.0,0.997
1,"['SFHH', 'FFHF', 'HFFH', 'FFFG']",14,14,1.0,1.0
1,"['SHHF', 'FFHF', 'HFHH', 'HFFG']",85,0,0.0,0.0
1,"['SFFH', 'HFHH', 'HFFF', 'HHHG']",67,10,1.0,0.997
1,"['SFFH', 'HHFH', 'HHFF', 'HHHG']",49,1,1.0,0.9502058312852957
1,"['SFHH', 'FFFH', 'HHFH', 'HHFG']",89,14,1.0,1.0
