Temperature,Simulations,Return,Discounted Return,Map
1,58,0,1.0,0.9056079456455165,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'FHFG']"
1,4,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,37,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HHFG']"
1,70,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,60,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,63,0,1.0,0.9674905716180701,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,87,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,78,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'FFFF', 'HFFG']"
1,64,0,1.0,0.9791880578299021,"['SHHH', 'FHFF', 'FFFH', 'FFFG']"
1,92,0,1.0,0.9762504936564125,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,84,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HFFF', 'FHFG']"
1,75,0,1.0,0.9645880999032158,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,41,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'HFFF', 'FFHG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,55,0,1.0,0.9616943356035061,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,97,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,16,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'FHFF', 'HHHG']"
1,27,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'FHHG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHHF', 'HFHG']"
1,32,0,1.0,0.78398512608332,"['SFFH', 'HFHH', 'FFHH', 'HFFG']"
1,21,0,1.0,0.860513950810667,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,65,0,1.0,0.9083329444789534,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,22,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,80,0,1.0,0.798246224976786,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,100,0,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,24,0,1.0,0.93603800616986,"['SFHF', 'HFHH', 'HFFF', 'HFFG']"
1,69,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,74,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HFFH', 'FFFG']"
1,71,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,53,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFHH', 'HFFG']"
1,74,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'FFFH', 'FFFG']"
1,86,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'HHFG']"
1,93,0,1.0,0.9645880999032158,"['SFFH', 'FHHF', 'FHHH', 'FFFG']"
1,55,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,91,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,65,0,1.0,0.9530650263643888,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,35,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,72,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FFFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HHHG']"
1,11,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFHF', 'FFFG']"
1,76,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHH', 'HFFG']"
1,49,0,1.0,0.9138075656044898,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,24,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,91,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,48,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,51,0,1.0,0.9791880578299021,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,45,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,93,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'FHFG']"
1,61,0,1.0,0.8788035596734672,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,26,0,1.0,0.8152123778407558,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,28,0,1.0,0.93603800616986,"['SFFH', 'HFHF', 'FFFF', 'FHFG']"
1,54,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'FFFG']"
1,58,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FFFF', 'FHFG']"
1,85,0,1.0,0.9473552137914398,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,46,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,43,0,1.0,0.9416796087056153,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,51,0,1.0,0.884100203995605,"['SFFH', 'HHFH', 'FHFH', 'HFFG']"
1,61,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HFFF', 'FFHG']"
1,56,0,1.0,0.9083329444789534,"['SHHH', 'FHFH', 'FHHH', 'FFFG']"
1,20,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,61,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFFF', 'HFHG']"
1,27,0,1.0,0.8127667407072335,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,10,0,1.0,0.90289112180858,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,20,0,1.0,0.9110661429076764,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,17,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,53,0,0.0,0.0,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,54,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,35,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'HFFF', 'FHFG']"
1,13,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFF', 'FHFF', 'FFFG']"
1,58,0,1.0,0.9616943356035061,"['SFFH', 'FFHF', 'HFFF', 'FFFG']"
1,22,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,5,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'HFFG']"
1,15,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,17,0,1.0,0.8527925358961662,"['SHHH', 'FHHH', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,39,0,1.0,0.9616943356035061,"['SHFF', 'FHFF', 'FFHF', 'FFFG']"
1,74,0,1.0,0.9332298921513504,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,8,0,1.0,0.8127667407072335,"['SFFF', 'FHFH', 'HFFF', 'FFFG']"
1,34,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,35,0,1.0,0.8451404054461714,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,23,0,1.0,0.9445131481500655,"['SHFF', 'FFFF', 'FFFF', 'FFHG']"
1,57,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFHG']"
1,16,0,1.0,0.8527925358961662,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,30,0,1.0,0.8553586117313603,"['SFFH', 'FFHH', 'HFFF', 'FHHG']"
1,100,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,85,0,1.0,0.8761671489944468,"['SFHH', 'HFHF', 'HFFH', 'HHFG']"
1,94,0,1.0,0.9821344612135428,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'FHHG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,34,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,96,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
1,58,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'HFHF', 'FFHG']"
1,43,0,1.0,0.7816331707050701,"['SFHH', 'HFFH', 'HHFF', 'HHHG']"
1,91,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,66,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFF', 'FFHG']"
1,4,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFFG']"
1,77,0,1.0,0.884100203995605,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,48,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,48,0,1.0,0.9388545698794984,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,15,0,1.0,0.9220814271464737,"['SHFH', 'FFHH', 'HFFF', 'HFFG']"
1,16,0,1.0,0.7887102894272789,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,6,0,1.0,0.9001824484431542,"['SFHF', 'HFFF', 'HFFF', 'FFFG']"
1,79,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FHHF', 'FFFG']"
1,70,0,1.0,0.8201257512162927,"['SHFF', 'FFFH', 'HHFF', 'FFFG']"
1,76,0,1.0,0.985089730404757,"['SFHH', 'HFHF', 'FFHF', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HHHG']"
1,89,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,44,0,1.0,0.9276389118674717,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFHF', 'FHHH', 'FFHF', 'FFFG']"
1,22,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FHFF', 'HFFG']"
1,90,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHH', 'HFFG']"
1,84,0,1.0,0.9616943356035061,"['SFFH', 'HHFH', 'FFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFFH', 'FFHF', 'FFHF', 'HFFG']"
1,85,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,72,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,25,0,1.0,0.8502341582884777,"['SFHH', 'FFFF', 'HHHF', 'FFFG']"
1,11,0,1.0,0.9332298921513504,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,44,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,29,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'FFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFH', 'FFFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FHHG']"
1,2,0,1.0,0.9165572373164391,"['SFFF', 'FFHF', 'FFFF', 'HFFG']"
1,50,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,51,0,1.0,0.9473552137914398,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,22,0,1.0,0.8176653739626438,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,91,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHHG']"
1,13,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,84,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFHF', 'FFFG']"
1,71,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,87,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,87,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'HFFF', 'HFHG']"
1,94,0,1.0,0.9110661429076764,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,57,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FFHF', 'HFFG']"
1,52,0,1.0,0.8451404054461714,"['SFFF', 'FFHH', 'HFFF', 'FFHG']"
1,39,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,12,0,1.0,0.9276389118674717,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,50,0,1.0,0.8657003616774767,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,40,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,85,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'HHHG']"
1,58,0,1.0,0.8735386475474635,"['SFFH', 'HFFH', 'FHFF', 'HHHG']"
1,16,0,1.0,0.8894287717672626,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,2,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,63,0,1.0,0.9276389118674717,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,72,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,2,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHHF', 'FHHG']"
1,64,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'HFFF', 'HFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHFG']"
1,59,0,1.0,0.9388545698794984,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,43,0,1.0,0.8814479033836181,"['SFFH', 'FFHF', 'FFFF', 'FHHG']"
1,67,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,63,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,71,0,1.0,0.9502058312852957,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,85,0,1.0,0.9674905716180701,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,46,0,1.0,0.860513950810667,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,30,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,47,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHHG']"
1,69,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,79,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHHG']"
1,78,0,1.0,0.93603800616986,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,20,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'HHFG']"
1,55,0,1.0,0.9821344612135428,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,70,0,1.0,0.9001824484431542,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,45,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FFFF', 'FFFG']"
1,32,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,9,0,1.0,0.884100203995605,"['SFFF', 'HFFF', 'FFFH', 'HHFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,18,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'HHFF', 'FHFG']"
1,78,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,52,0,1.0,0.9001824484431542,"['SFHF', 'HFHH', 'HFFF', 'HHHG']"
1,54,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,19,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,96,0,1.0,0.8921050870283477,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,16,0,1.0,0.8201257512162927,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,28,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'FFFG']"
1,64,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FHHF', 'FHHG']"
1,57,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,52,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHFF', 'HFHG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'FHHG']"
1,11,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,81,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,86,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HFFH', 'FHFG']"
1,93,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,58,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,64,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,33,0,1.0,0.8451404054461714,"['SFFH', 'FHHH', 'FFHF', 'FFFG']"
1,71,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,33,0,1.0,0.9645880999032158,"['SFHF', 'FHHH', 'FFFF', 'FFHG']"
1,74,0,1.0,0.8761671489944468,"['SHHH', 'FFHH', 'FFFH', 'HHFG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'FFFG']"
1,65,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HFFG']"
1,8,0,1.0,0.8176653739626438,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,93,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,47,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'HHHG']"
1,35,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'FFFH', 'FFFG']"
1,18,0,1.0,0.884100203995605,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,98,0,1.0,0.9473552137914398,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FHHG']"
1,73,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,73,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,32,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'HHFG']"
1,60,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HHFG']"
1,73,0,1.0,0.9674905716180701,"['SFFF', 'FHFH', 'FHFF', 'HFFG']"
1,65,0,1.0,0.884100203995605,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,31,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,24,0,1.0,0.837556937769312,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,74,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,83,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FFHF', 'FHFG']"
