Temperature,Simulations,Return,Discounted Return,Map
1,87,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFHH', 'HFFG']"
1,53,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'FFFF', 'FHFG']"
1,75,0,1.0,0.9165572373164391,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,38,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,99,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'FHFH', 'FFFG']"
1,84,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,81,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HFFH', 'FFFG']"
1,80,0,1.0,0.9674905716180701,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,89,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9821344612135428,"['SFHF', 'FHFH', 'FFFF', 'FHFG']"
1,37,0,1.0,0.9276389118674717,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,98,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,56,0,1.0,0.8275513922024125,"['SFHH', 'FFHH', 'HFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,52,0,1.0,0.9220814271464737,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,73,0,1.0,0.9388545698794984,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,48,0,1.0,0.7958514863018556,"['SFFH', 'FHFH', 'HFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,41,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,100,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFF', 'HHFG']"
1,19,0,1.0,0.8947894553945313,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,91,0,1.0,0.9502058312852957,"['SFHF', 'HFHH', 'HFFF', 'FHFG']"
1,67,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,8,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,11,0,1.0,0.9165572373164391,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,26,0,1.0,0.8527925358961662,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,73,0,1.0,0.9220814271464737,"['SFHF', 'HFHF', 'HFFF', 'HHFG']"
1,37,0,1.0,0.9733217421754432,"['SHHF', 'FFHH', 'FFFF', 'FFFG']"
1,66,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,93,0,1.0,0.9762504936564125,"['SFHH', 'HFHF', 'FFFF', 'HFFG']"
1,72,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,31,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,30,0,1.0,0.8894287717672626,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,28,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,100,0,1.0,0.9559328248389055,"['SHHF', 'FFFH', 'HFFF', 'HHFG']"
1,85,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FHHF', 'FFFG']"
1,20,0,1.0,0.8502341582884777,"['SFFH', 'HFFH', 'HHFF', 'FHHG']"
1,64,0,1.0,0.9445131481500655,"['SFFF', 'FFHH', 'HFHH', 'HFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,57,0,1.0,0.9445131481500655,"['SFHF', 'FFHF', 'HFHF', 'HFFG']"
1,29,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,100,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'FFFH', 'HHFG']"
1,90,0,1.0,0.9388545698794984,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,21,0,1.0,0.9304302024748964,"['SFFF', 'FHFF', 'HHHF', 'HHHG']"
1,93,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,95,0,1.0,0.9821344612135428,"['SHFH', 'FHFH', 'FFFH', 'FFFG']"
1,40,0,1.0,0.9304302024748964,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,62,0,1.0,0.9733217421754432,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,11,0,0.0,0.0,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,90,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,50,0,1.0,0.9645880999032158,"['SFHH', 'HFHF', 'FFHF', 'FFFG']"
1,56,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHFH', 'FHHH', 'FFFG']"
1,68,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,97,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,54,0,1.0,0.7746195551602378,"['SFFH', 'FHFH', 'HHFF', 'HFHG']"
1,62,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,45,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,63,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,74,0,1.0,0.8814479033836181,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,30,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFH', 'FFFG']"
1,39,0,1.0,0.8657003616774767,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,36,0,1.0,0.8527925358961662,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,89,0,1.0,0.8788035596734672,"['SFFF', 'HFHH', 'HFFF', 'HFHG']"
1,39,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,43,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FHFF', 'FFHG']"
1,41,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,87,0,1.0,0.9559328248389055,"['SFHF', 'HFHF', 'HFHH', 'FFFG']"
1,81,0,1.0,0.9674905716180701,"['SHFH', 'FFFH', 'HHFF', 'HFHG']"
1,38,0,1.0,0.7607805594527743,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,67,0,1.0,0.9733217421754432,"['SHHH', 'FHHF', 'FFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFH', 'FFHF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'HFFG']"
1,54,0,1.0,0.9193151828650342,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,71,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,15,0,1.0,0.8426049842298329,"['SHFH', 'FFFH', 'HFFF', 'FHFG']"
1,66,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9110661429076764,"['SHHH', 'FFHH', 'FHFH', 'FFFG']"
1,26,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,66,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,98,0,1.0,0.9559328248389055,"['SHFH', 'FHFF', 'FFHF', 'FFFG']"
1,67,0,1.0,0.9388545698794984,"['SHFF', 'FFFF', 'FHHF', 'HHFG']"
1,48,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FFHH', 'HFFG']"
1,90,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'HHFG']"
1,18,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FFFF', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFF', 'FFFG']"
1,79,0,1.0,0.9674905716180701,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,23,0,1.0,0.8400771692771434,"['SFFH', 'HHFF', 'HHHF', 'FHHG']"
1,46,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,70,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,53,0,1.0,0.860513950810667,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,43,0,1.0,0.8451404054461714,"['SFFH', 'HHFH', 'HHFF', 'FFHG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,75,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFH', 'FHFG']"
1,62,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,72,0,1.0,0.9165572373164391,"['SHHH', 'FHFF', 'FFHH', 'HFFG']"
1,53,0,1.0,0.8300415167526705,"['SHHF', 'FHFF', 'FFHF', 'HFFG']"
1,20,0,1.0,0.8947894553945313,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,20,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHH', 'HFFG']"
1,72,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFH', 'FFFG']"
1,82,0,1.0,0.9416796087056153,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,50,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,73,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,72,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FFHG']"
1,17,0,1.0,0.884100203995605,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,40,0,1.0,0.8103284404851119,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,91,0,1.0,0.985089730404757,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,52,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HHHF', 'FHFG']"
1,52,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HFFG']"
1,18,0,1.0,0.8451404054461714,"['SFFH', 'HFHH', 'HFHH', 'FFFG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFHF', 'HFHG']"
1,50,0,1.0,0.9248559951318693,"['SFHF', 'FFFF', 'FHFF', 'FHHG']"
1,31,0,1.0,0.8974819010978248,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,37,0,1.0,0.7863441585589971,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,29,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'FFHF', 'FHFG']"
1,20,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHFF', 'HFHG']"
1,98,0,1.0,0.90289112180858,"['SHHF', 'FFFF', 'HHHF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,30,0,1.0,0.9473552137914398,"['SFFH', 'HFFH', 'FFFF', 'FFHG']"
1,99,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,85,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,66,0,1.0,0.9733217421754432,"['SHFH', 'FHHF', 'FHFH', 'FFFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'FHHG']"
1,73,0,1.0,0.9001824484431542,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,59,0,1.0,0.9193151828650342,"['SFFH', 'FFFH', 'FHFF', 'HHHG']"
1,30,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'HHFG']"
1,56,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'HFFG']"
1,17,0,1.0,0.7427123967299725,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHHF', 'FHFG']"
1,53,0,1.0,0.9559328248389055,"['SHHH', 'FFHF', 'FFHF', 'HFFG']"
1,17,0,1.0,0.9304302024748964,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,78,0,1.0,0.9502058312852957,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,83,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,67,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFH', 'HFFG']"
1,98,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,49,0,1.0,0.8127667407072335,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,28,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFFF', 'FFFG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HHFG']"
1,82,0,1.0,0.9733217421754432,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,34,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'FHFG']"
1,38,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'HFHF', 'HFFG']"
1,71,0,1.0,0.8657003616774767,"['SFFH', 'HFHH', 'HFFH', 'HFFG']"
1,73,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FHFF', 'FFFG']"
1,23,0,1.0,0.9674905716180701,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'FHHG']"
1,36,0,1.0,0.9193151828650342,"['SFFF', 'FHFF', 'HHFH', 'FFFG']"
1,35,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,49,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,3,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,44,0,1.0,0.8735386475474635,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,26,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,93,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'FHFG']"
1,89,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,13,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FHHF', 'HFHG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHFG']"
1,71,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FFFG']"
1,36,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'HFHF', 'HHFG']"
1,62,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHHF', 'HFHG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHF', 'HFFG']"
1,14,0,1.0,0.9110661429076764,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,40,0,1.0,0.93603800616986,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,40,0,1.0,0.7792882711929549,"['SFHH', 'FFHF', 'HFFF', 'FHHG']"
1,42,0,0.0,0.0,"['SFFH', 'FFFF', 'FFHH', 'HFFG']"
1,10,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,32,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,56,0,1.0,0.9473552137914398,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,46,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FFFF', 'FHHG']"
1,15,0,1.0,0.8451404054461714,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,45,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'HFFG']"
1,27,0,1.0,0.8103284404851119,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFF', 'FHHF', 'FHFG']"
1,61,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,60,0,1.0,0.8814479033836181,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,3,0,1.0,0.9248559951318693,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,38,0,1.0,0.9473552137914398,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,64,0,1.0,0.9138075656044898,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,35,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFFF', 'HHHG']"
1,96,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,12,0,1.0,0.8657003616774767,"['SFFH', 'FHHF', 'FFFF', 'FFFG']"
1,56,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,92,0,1.0,0.9559328248389055,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,75,0,1.0,0.9220814271464737,"['SFFF', 'HHFH', 'FFFH', 'FHFG']"
1,25,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'HFFH', 'FFFG']"
1,16,0,1.0,0.9616943356035061,"['SFFH', 'FFHH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,78,0,1.0,0.9304302024748964,"['SHFF', 'FFHH', 'FFFF', 'FHFG']"
1,62,0,1.0,0.9138075656044898,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,94,0,1.0,0.9473552137914398,"['SFHF', 'HFFH', 'FFFF', 'FHHG']"
1,94,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FHFF', 'HFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,87,0,1.0,0.8761671489944468,"['SHFH', 'FFHF', 'FFFF', 'FHHG']"
1,65,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,45,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HHHG']"
1,34,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHHF', 'FFHG']"
1,81,0,1.0,0.9220814271464737,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,54,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHHG']"
1,52,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,53,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'FFHF', 'FFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'FFFG']"
1,21,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'HFHF', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFFH', 'HFFG']"
1,33,0,1.0,0.8921050870283477,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,75,0,1.0,0.9332298921513504,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,35,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HHFH', 'FHFG']"
1,84,0,1.0,0.9332298921513504,"['SFHH', 'FHFF', 'FHHF', 'FFFG']"
1,63,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,38,0,1.0,0.90289112180858,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,84,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HHFF', 'FFFG']"
1,37,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HHHG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,68,0,1.0,0.8152123778407558,"['SFHF', 'HFFF', 'FFHF', 'HFHG']"
1,66,0,1.0,0.8176653739626438,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,80,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHHG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'HFHG']"
1,43,0,1.0,0.837556937769312,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HFFG']"
1,62,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'FFFF', 'HFFG']"
1,21,0,1.0,0.93603800616986,"['SFFF', 'FFHF', 'HHHF', 'FFHG']"
1,38,0,1.0,0.837556937769312,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,64,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFFF', 'HFFG']"
1,21,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'FHFG']"
1,90,0,1.0,0.8709180316048211,"['SFFH', 'FFHH', 'HFFH', 'HHFG']"
1,23,0,1.0,0.9616943356035061,"['SHHH', 'FFHF', 'FFFH', 'FFFG']"
