Temperature,Simulations,Return,Discounted Return,Map
1,96,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'HFHG']"
1,79,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,6,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,64,0,1.0,0.8325391341551359,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,75,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,7,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,85,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HFFH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,19,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,95,0,1.0,0.9165572373164391,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,78,0,1.0,0.9791880578299021,"['SFHF', 'FHFH', 'FFHH', 'FFFG']"
1,69,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'HFFG']"
1,50,0,1.0,0.9445131481500655,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,20,0,1.0,0.9332298921513504,"['SFFF', 'FFFF', 'FHHF', 'HFFG']"
1,23,0,1.0,0.9704017769489168,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,17,0,1.0,0.8225935318117279,"['SFFH', 'HFFH', 'HHFF', 'HHFG']"
1,89,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,63,0,1.0,0.90289112180858,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,20,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,35,0,1.0,0.9388545698794984,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,30,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHFG']"
1,12,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FFHG']"
1,39,0,1.0,0.9220814271464737,"['SFFF', 'HHFH', 'HHFF', 'FHFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,70,0,1.0,0.8761671489944468,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,34,0,1.0,0.8631032605924442,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,95,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFF', 'HHHG']"
1,35,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHF', 'FFFG']"
1,85,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,53,0,1.0,0.835044266956004,"['SFHF', 'FFHF', 'FHHF', 'FFFG']"
1,72,0,1.0,0.93603800616986,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,31,0,1.0,0.8527925358961662,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,58,0,1.0,0.90289112180858,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,23,0,1.0,0.9332298921513504,"['SFFF', 'HHHF', 'FFFF', 'HFHG']"
1,39,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'HHFF', 'FFHG']"
1,91,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHFH', 'HFFG']"
1,70,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFF', 'HHFG']"
1,30,0,1.0,0.7516921927868743,"['SHFH', 'FFFH', 'HHFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFFG']"
1,71,0,1.0,0.9473552137914398,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,91,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'FHFG']"
1,63,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HHFF', 'HHHG']"
1,16,0,1.0,0.8054737627981655,"['SFFF', 'HFFH', 'HHFF', 'FFHG']"
1,74,0,1.0,0.798246224976786,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,96,0,1.0,0.90289112180858,"['SHHF', 'FFFF', 'HFHF', 'HHFG']"
1,38,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,47,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFF', 'HHHF', 'HFHF', 'HFFG']"
1,13,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHF', 'HFHG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHHF', 'HHHG']"
1,45,0,1.0,0.8867604854519608,"['SFFH', 'HHFH', 'FHFF', 'FHHG']"
1,35,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'FHHG']"
1,75,0,1.0,0.9332298921513504,"['SFFF', 'FFFH', 'HFFH', 'HHFG']"
1,66,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,26,0,0.0,0.0,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,90,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHFF', 'FHHG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHHF', 'HHHG']"
1,70,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,71,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,33,0,1.0,0.8006481694852418,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,20,0,1.0,0.9588092525966956,"['SHHF', 'FFHH', 'HFFF', 'HHFG']"
1,80,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,83,0,1.0,0.9304302024748964,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,40,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHH', 'HFFG']"
1,12,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,53,0,1.0,0.9733217421754432,"['SHFF', 'FHFH', 'FHHF', 'FFFG']"
1,94,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'HFHH', 'HFHH', 'HFFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,23,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,78,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,81,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,78,0,1.0,0.9733217421754432,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,59,0,1.0,0.9220814271464737,"['SFHF', 'HFFF', 'HHFF', 'HHHG']"
1,27,0,1.0,0.8201257512162927,"['SFHF', 'HFFH', 'HHFF', 'HFFG']"
1,12,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,22,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'FFHF', 'HHFG']"
1,74,0,1.0,0.9674905716180701,"['SFHF', 'FHHH', 'FFFF', 'FHFG']"
1,34,0,1.0,0.8683052775100066,"['SFFF', 'FHHF', 'HHFF', 'FFFG']"
1,46,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,82,0,1.0,0.9138075656044898,"['SHHF', 'FHFH', 'FFFF', 'FHHG']"
1,59,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,40,0,1.0,0.9276389118674717,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,32,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FFFG']"
1,84,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'FFFH', 'FHFG']"
1,14,0,1.0,0.9645880999032158,"['SHFF', 'FFFH', 'FFHF', 'FFFG']"
1,18,0,1.0,0.767668872977057,"['SFFH', 'FFFH', 'FHFF', 'FFHG']"
1,88,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,15,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HFFG']"
1,33,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,44,0,1.0,0.9530650263643888,"['SFFH', 'FFHH', 'FFFF', 'FHHG']"
1,80,0,1.0,0.9473552137914398,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,68,0,1.0,0.8894287717672626,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,15,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHH', 'HFFG']"
1,42,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,18,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'FFFG']"
1,98,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,78,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFH', 'FHFG']"
1,31,0,1.0,0.767668872977057,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,97,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,89,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,17,0,1.0,0.8921050870283477,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,64,0,1.0,0.79346393184295,"['SFFF', 'FHHH', 'FFFF', 'FHFG']"
1,4,0,1.0,0.8921050870283477,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,95,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,86,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHFF', 'HFFG']"
1,16,0,1.0,0.8894287717672626,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,34,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'FFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SHFF', 'FHHF', 'FHFH', 'FFFG']"
1,39,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,31,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HFFF', 'HFFG']"
1,72,0,1.0,0.8947894553945313,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,82,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,74,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'HHFG']"
1,52,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFH', 'HFFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,94,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHFF', 'HFHG']"
1,26,0,1.0,0.8761671489944468,"['SFHF', 'HFFF', 'FFHF', 'HFFG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFH', 'HFFG']"
1,95,0,1.0,0.8300415167526705,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,23,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'HFFF', 'HHHG']"
1,40,0,1.0,0.9248559951318693,"['SFFH', 'HHFH', 'HHFF', 'HFFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FHFG']"
1,32,0,1.0,0.9220814271464737,"['SFFH', 'HFFH', 'HHFH', 'HFFG']"
1,53,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,61,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,39,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,94,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,79,0,1.0,0.9502058312852957,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,52,0,1.0,0.9416796087056153,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,15,0,1.0,0.9304302024748964,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,70,0,1.0,0.9083329444789534,"['SFHH', 'FFFF', 'HFHF', 'HHFG']"
1,48,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,15,0,1.0,0.9110661429076764,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,65,0,1.0,0.90289112180858,"['SFHH', 'HFFF', 'HHFF', 'HHHG']"
1,57,0,1.0,0.9704017769489168,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,89,0,1.0,0.8867604854519608,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,71,0,1.0,0.9530650263643888,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,8,0,1.0,0.8152123778407558,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,29,0,1.0,0.9248559951318693,"['SFFF', 'HFFH', 'FFFF', 'FFHG']"
1,32,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,71,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,84,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHHG']"
1,71,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,66,0,1.0,0.9616943356035061,"['SFHF', 'FHFF', 'FHFF', 'FFFG']"
1,26,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'HFHF', 'HFFG']"
1,65,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFF', 'HFFG']"
1,47,0,1.0,0.93603800616986,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,12,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,84,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,21,0,1.0,0.9056079456455165,"['SFFF', 'FFHF', 'HHFF', 'FFHG']"
1,49,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'FFFG']"
1,74,0,1.0,0.9110661429076764,"['SFFF', 'FFFH', 'FHHF', 'FFFG']"
1,77,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FFFH', 'FFFG']"
1,15,0,1.0,0.9416796087056153,"['SFFF', 'FHFF', 'FFHF', 'HHHG']"
1,28,0,0.0,0.0,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FFFF', 'HFFG']"
1,84,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'HFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,66,0,1.0,0.9388545698794984,"['SHHH', 'FFFH', 'FHHF', 'FFFG']"
1,48,0,1.0,0.9083329444789534,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,74,0,1.0,0.8631032605924442,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,26,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,8,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'HHFG']"
1,42,0,1.0,0.9762504936564125,"['SHHH', 'FFHH', 'FFHH', 'FFFG']"
1,33,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,40,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,70,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,59,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHFF', 'HFFG']"
1,43,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHF', 'HHHF', 'HHHG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,94,0,1.0,0.90289112180858,"['SFFH', 'HFHF', 'FFFF', 'HHHG']"
1,28,0,0.0,0.0,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,39,0,1.0,0.9220814271464737,"['SHFH', 'FHHF', 'FHFH', 'FFFG']"
1,28,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'HFHG']"
1,33,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,24,0,1.0,0.93603800616986,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,2,0,0.0,0.0,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,2,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'HFFG']"
1,69,0,1.0,0.9473552137914398,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,35,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'HHHF', 'HHFG']"
1,47,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HFFF', 'HHFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,88,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFHF', 'HHHG']"
1,13,0,1.0,0.767668872977057,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,37,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FHFG']"
1,89,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HHFF', 'FHFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFHF', 'FFHF', 'HFFG']"
1,96,0,1.0,0.9559328248389055,"['SFFF', 'FFHH', 'FFFH', 'FHFG']"
1,71,0,1.0,0.9001824484431542,"['SFFH', 'HFHF', 'HFFF', 'FHHG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,34,0,1.0,0.767668872977057,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,63,0,1.0,0.8735386475474635,"['SHHF', 'FHFF', 'FFFF', 'HHFG']"
1,66,0,1.0,0.9193151828650342,"['SFHF', 'FFFF', 'HHFH', 'FFFG']"
1,51,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,56,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,64,0,1.0,0.9056079456455165,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,96,0,1.0,0.7584982177744161,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,44,0,1.0,0.8400771692771434,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,59,0,1.0,0.9110661429076764,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,42,0,1.0,0.93603800616986,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,11,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HFHG']"
1,73,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,32,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9445131481500655,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,70,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'HFFG']"
1,88,0,1.0,0.9645880999032158,"['SHFH', 'FHFF', 'FHHF', 'FFFG']"
1,64,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,71,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,62,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FFFF', 'FHFG']"
1,58,0,1.0,0.8709180316048211,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,88,0,1.0,0.9588092525966956,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,93,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,95,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,52,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFF', 'HFFH', 'FFFG']"
1,31,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHH', 'HFFG']"
1,97,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'HHFG']"
1,55,0,1.0,0.9083329444789534,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,98,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,85,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,43,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
